COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Pharmacy,159925,6336929,28,01/25/2025 12:00:00 AM,75+
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18,2023,52,6,Pharmacy,292648,12693357,28,01/25/2025 12:00:00 AM,18-64
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Pharmacy,99637,17006595,28,01/25/2025 12:00:00 AM,65+
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,6,Pharmacy,434633,929907,29,01/25/2025 12:00:00 AM,50-64
2023-2024,02/03/2024 12:00:00 AM,02/01/2025 12:00:00 AM,24,2024,5,6,Pharmacy,83873,11520096,28,01/25/2025 12:00:00 AM,60-74
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Pharmacy,55370,6961549,28,01/25/2025 12:00:00 AM,18-49
2023-2024,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,38,2024,19,6,Pharmacy,34570,14480817,28,01/25/2025 12:00:00 AM,18-64
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34,2024,15,6,Pharmacy,77881,12298517,28,01/25/2025 12:00:00 AM,60-74
2023-2024,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,33,2024,14,6,Pharmacy,88670,12220636,28,01/25/2025 12:00:00 AM,60-74
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Pharmacy,978995,3626955,29,01/25/2025 12:00:00 AM,18-64
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Pharmacy,31843,7885017,28,01/25/2025 12:00:00 AM,75+
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6,2023,40,6,Pharmacy,694018,1649280,28,01/25/2025 12:00:00 AM,18-49
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30,2024,11,6,Pharmacy,22395,7001757,28,01/25/2025 12:00:00 AM,50-64
2023-2024,01/20/2024 12:00:00 AM,01/18/2025 12:00:00 AM,22,2024,3,6,Pharmacy,347043,28619674,28,01/25/2025 12:00:00 AM,18+
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Pharmacy,351940,495274,29,01/25/2025 12:00:00 AM,50-64
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Pharmacy,473907,662883,29,01/25/2025 12:00:00 AM,75+
2023-2024,06/08/2024 12:00:00 AM,06/07/2025 12:00:00 AM,42,2024,23,6,Pharmacy,100217,32010187,28,01/25/2025 12:00:00 AM,18+
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,6,Pharmacy,671445,1334328,29,01/25/2025 12:00:00 AM,75+
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Pharmacy,188249,6032990,28,01/25/2025 12:00:00 AM,50-64
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Pharmacy,403179,5244432,28,01/25/2025 12:00:00 AM,75+
2023-2024,06/08/2024 12:00:00 AM,06/07/2025 12:00:00 AM,42,2024,23,6,Pharmacy,67147,17395307,28,01/25/2025 12:00:00 AM,65+
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45,2024,26,6,Pharmacy,19802,7491081,28,01/25/2025 12:00:00 AM,18-49
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Pharmacy,88517,15493051,28,01/25/2025 12:00:00 AM,65+
2023-2024,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,33,2024,14,6,Pharmacy,18033,7060994,28,01/25/2025 12:00:00 AM,50-64
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,6,Pharmacy,725915,2060243,29,01/25/2025 12:00:00 AM,75+
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30,2024,11,6,Pharmacy,34033,7147943,28,01/25/2025 12:00:00 AM,18-49
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Pharmacy,36557,12915484,28,01/25/2025 12:00:00 AM,60-74
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Pharmacy,53957,7131462,28,01/25/2025 12:00:00 AM,75+
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Pharmacy,51057,17504927,28,01/25/2025 12:00:00 AM,65+
2023-2024,07/27/2024 12:00:00 AM,07/26/2025 12:00:00 AM,49,2024,30,6,Pharmacy,22326,7573649,28,01/25/2025 12:00:00 AM,18-49
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14,2023,48,6,Pharmacy,250572,5618996,28,01/25/2025 12:00:00 AM,50-64
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Pharmacy,38303,14373874,28,01/25/2025 12:00:00 AM,18-64
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Pharmacy,726440,2786683,29,01/25/2025 12:00:00 AM,75+
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,6,Pharmacy,820197,7450043,29,01/25/2025 12:00:00 AM,18-64
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Pharmacy,15346,7092641,28,01/25/2025 12:00:00 AM,50-64
2023-2024,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,36,2024,17,6,Pharmacy,36761,14410635,28,01/25/2025 12:00:00 AM,18-64
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12,2023,46,6,Pharmacy,738710,12244823,28,01/25/2025 12:00:00 AM,65+
2023-2024,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,36,2024,17,6,Pharmacy,14313,7106954,28,01/25/2025 12:00:00 AM,50-64
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15,2023,49,6,Pharmacy,225745,5844741,28,01/25/2025 12:00:00 AM,50-64
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23,2024,4,6,Pharmacy,134199,15293880,28,01/25/2025 12:00:00 AM,65+
2023-2024,07/13/2024 12:00:00 AM,07/12/2025 12:00:00 AM,47,2024,28,6,Pharmacy,18652,7527470,28,01/25/2025 12:00:00 AM,18-49
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Pharmacy,414347,4759105,28,01/25/2025 12:00:00 AM,50-64
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39,2024,20,6,Pharmacy,13058,7146863,28,01/25/2025 12:00:00 AM,50-64
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Pharmacy,24786,6979362,28,01/25/2025 12:00:00 AM,50-64
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6,2023,40,6,Pharmacy,3477231,8207549,28,01/25/2025 12:00:00 AM,18+
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Pharmacy,82966,32184558,28,01/25/2025 12:00:00 AM,18+
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50,2024,31,6,Pharmacy,20468,7594117,28,01/25/2025 12:00:00 AM,18-49
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5,2023,39,6,Pharmacy,570867,955262,28,01/25/2025 12:00:00 AM,18-49
2023-2024,02/03/2024 12:00:00 AM,02/01/2025 12:00:00 AM,24,2024,5,6,Pharmacy,230772,29132153,28,01/25/2025 12:00:00 AM,18+
2023-2024,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,40,2024,21,6,Pharmacy,82316,17262768,28,01/25/2025 12:00:00 AM,65+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Pharmacy,505416,1906896,29,01/25/2025 12:00:00 AM,50-64
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43,2024,24,6,Pharmacy,35233,12750656,28,01/25/2025 12:00:00 AM,60-74
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Pharmacy,187946,29320099,28,01/25/2025 12:00:00 AM,18+
2023-2024,02/03/2024 12:00:00 AM,02/01/2025 12:00:00 AM,24,2024,5,6,Pharmacy,66056,6906179,28,01/25/2025 12:00:00 AM,18-49
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,6,Pharmacy,1821359,18221598,29,01/25/2025 12:00:00 AM,18+
2023-2024,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,40,2024,21,6,Pharmacy,34563,14550340,28,01/25/2025 12:00:00 AM,18-64
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8,2023,42,6,Pharmacy,1611443,8172646,28,01/25/2025 12:00:00 AM,65+
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,6,Pharmacy,471573,1401480,29,01/25/2025 12:00:00 AM,50-64
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10,2023,44,6,Pharmacy,481841,4344758,28,01/25/2025 12:00:00 AM,50-64
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Pharmacy,36691,7080508,28,01/25/2025 12:00:00 AM,18-49
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Pharmacy,65880,7617801,28,01/25/2025 12:00:00 AM,75+
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10,2023,44,6,Pharmacy,482987,4841253,28,01/25/2025 12:00:00 AM,75+
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Pharmacy,655071,8445976,28,01/25/2025 12:00:00 AM,60-74
2023-2024,02/17/2024 12:00:00 AM,02/15/2025 12:00:00 AM,26,2024,7,6,Pharmacy,141343,29461442,28,01/25/2025 12:00:00 AM,18+
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Pharmacy,23853,7551323,28,01/25/2025 12:00:00 AM,18-49
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Pharmacy,22364,22364,28,01/25/2025 12:00:00 AM,18-49
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5,2023,39,6,Pharmacy,1242210,2016681,28,01/25/2025 12:00:00 AM,60-74
2023-2024,01/13/2024 12:00:00 AM,01/11/2025 12:00:00 AM,21,2024,2,6,Pharmacy,284238,13266868,28,01/25/2025 12:00:00 AM,18-64
2023-2024,06/08/2024 12:00:00 AM,06/07/2025 12:00:00 AM,42,2024,23,6,Pharmacy,20504,7430269,28,01/25/2025 12:00:00 AM,18-49
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39,2024,20,6,Pharmacy,42165,7812539,28,01/25/2025 12:00:00 AM,75+
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Pharmacy,31469,14581809,28,01/25/2025 12:00:00 AM,18-64
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14,2023,48,6,Pharmacy,225991,5982905,28,01/25/2025 12:00:00 AM,75+
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30,2024,11,6,Combined,73806,15579001,18,01/25/2025 12:00:00 AM,18-64
2023-2024,01/20/2024 12:00:00 AM,01/18/2025 12:00:00 AM,22,2024,3,6,Combined,401210,30667985,18,01/25/2025 12:00:00 AM,18+
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Combined,99322,34914145,18,01/25/2025 12:00:00 AM,18+
2023-2024,06/08/2024 12:00:00 AM,06/07/2025 12:00:00 AM,42,2024,23,6,Combined,120035,34704847,18,01/25/2025 12:00:00 AM,18+
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31,2024,12,6,Combined,66518,15645519,18,01/25/2025 12:00:00 AM,18-64
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Combined,104491,16367462,18,01/25/2025 12:00:00 AM,65+
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20,2024,1,6,Combined,130331,7061669,18,01/25/2025 12:00:00 AM,75+
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27,2024,8,6,Combined,36638,7563398,18,01/25/2025 12:00:00 AM,50-64
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,6,Combined,2598836,15257125,19,01/25/2025 12:00:00 AM,18+
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Combined,793164,2692676,18,01/25/2025 12:00:00 AM,50-64
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Combined,466790,5044649,18,01/25/2025 12:00:00 AM,50-64
2023-2024,01/13/2024 12:00:00 AM,01/11/2025 12:00:00 AM,21,2024,2,6,Combined,265457,15809629,18,01/25/2025 12:00:00 AM,65+
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39,2024,20,6,Combined,44942,16060177,18,01/25/2025 12:00:00 AM,18-64
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20,2024,1,6,Combined,150201,7027225,18,01/25/2025 12:00:00 AM,50-64
2023-2024,02/03/2024 12:00:00 AM,02/01/2025 12:00:00 AM,24,2024,5,6,Combined,284816,31292094,18,01/25/2025 12:00:00 AM,18+
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,6,Combined,409735,853908,19,01/25/2025 12:00:00 AM,18-49
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,6,Combined,589589,3031095,19,01/25/2025 12:00:00 AM,18-49
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27,2024,8,6,Combined,49427,12408016,18,01/25/2025 12:00:00 AM,60-74
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46,2024,27,6,Combined,54872,18767831,18,01/25/2025 12:00:00 AM,65+
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Combined,59426,18649623,18,01/25/2025 12:00:00 AM,65+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Combined,557012,2030669,19,01/25/2025 12:00:00 AM,50-64
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17,2023,51,6,Combined,352278,15026496,18,01/25/2025 12:00:00 AM,65+
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50,2024,31,6,Combined,35865,16498438,18,01/25/2025 12:00:00 AM,18-64
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,6,Combined,144836,144836,19,01/25/2025 12:00:00 AM,50-64
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Combined,159951,17802214,18,01/25/2025 12:00:00 AM,65+
2023-2024,02/03/2024 12:00:00 AM,02/01/2025 12:00:00 AM,24,2024,5,6,Combined,87756,7603818,18,01/25/2025 12:00:00 AM,18-49
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34,2024,15,6,Combined,156170,17642263,18,01/25/2025 12:00:00 AM,65+
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Combined,717065,8789584,18,01/25/2025 12:00:00 AM,60-74
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13,2023,47,6,Combined,1075068,24553053,18,01/25/2025 12:00:00 AM,18+
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15,2023,49,6,Combined,384076,10600206,18,01/25/2025 12:00:00 AM,60-74
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31,2024,12,6,Combined,27322,7683440,18,01/25/2025 12:00:00 AM,50-64
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39,2024,20,6,Combined,48561,8371258,18,01/25/2025 12:00:00 AM,75+
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43,2024,24,6,Combined,40989,13602903,18,01/25/2025 12:00:00 AM,60-74
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Combined,887261,3004828,18,01/25/2025 12:00:00 AM,75+
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Combined,36339,8455137,18,01/25/2025 12:00:00 AM,75+
2023-2024,02/17/2024 12:00:00 AM,02/15/2025 12:00:00 AM,26,2024,7,6,Combined,102366,15264526,18,01/25/2025 12:00:00 AM,18-64
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13,2023,47,6,Combined,352926,5604519,18,01/25/2025 12:00:00 AM,18-49
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,6,Combined,780841,7849886,19,01/25/2025 12:00:00 AM,60-74
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Combined,63381,16568596,18,01/25/2025 12:00:00 AM,65+
2023-2024,06/08/2024 12:00:00 AM,06/07/2025 12:00:00 AM,42,2024,23,6,Combined,26608,8293602,18,01/25/2025 12:00:00 AM,18-49
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,6,Combined,190339,190339,19,01/25/2025 12:00:00 AM,75+
2023-2024,01/20/2024 12:00:00 AM,01/18/2025 12:00:00 AM,22,2024,3,6,Combined,128046,7412918,18,01/25/2025 12:00:00 AM,18-49
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Combined,1548109,5137884,18,01/25/2025 12:00:00 AM,18-64
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Combined,1046273,1478301,19,01/25/2025 12:00:00 AM,65+
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Combined,42184,42184,18,01/25/2025 12:00:00 AM,18-64
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Combined,480191,12964565,18,01/25/2025 12:00:00 AM,18-64
2023-2024,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,33,2024,14,6,Combined,98236,13001640,18,01/25/2025 12:00:00 AM,60-74
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32,2024,13,6,Combined,116856,12903404,18,01/25/2025 12:00:00 AM,60-74
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Combined,13997,7874689,18,01/25/2025 12:00:00 AM,50-64
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20,2024,1,6,Combined,332225,14123191,18,01/25/2025 12:00:00 AM,18-64
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31,2024,12,6,Combined,94556,7769375,18,01/25/2025 12:00:00 AM,75+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Combined,1067530,4081224,19,01/25/2025 12:00:00 AM,60-74
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8,2023,42,6,Combined,1699494,8374786,18,01/25/2025 12:00:00 AM,65+
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,6,Combined,274018,274018,19,01/25/2025 12:00:00 AM,18-64
2023-2024,09/23/2023 12:00:00 AM,09/21/2024 12:00:00 AM,4,2023,38,6,Combined,997503,1030768,18,01/25/2025 12:00:00 AM,65+
2023-2024,09/23/2023 12:00:00 AM,09/21/2024 12:00:00 AM,4,2023,38,6,Combined,1756775,1832224,18,01/25/2025 12:00:00 AM,18+
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46,2024,27,6,Combined,90337,35107540,18,01/25/2025 12:00:00 AM,18+
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Combined,77462,15505195,18,01/25/2025 12:00:00 AM,18-64
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17,2023,51,6,Combined,849337,28488124,18,01/25/2025 12:00:00 AM,18+
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18,2023,52,6,Combined,178700,6913939,18,01/25/2025 12:00:00 AM,18-49
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Combined,141541,31996334,18,01/25/2025 12:00:00 AM,18+
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Combined,237533,31529627,18,01/25/2025 12:00:00 AM,18+
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Combined,45212,15972136,18,01/25/2025 12:00:00 AM,18-64
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Combined,60069,18883072,18,01/25/2025 12:00:00 AM,65+
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Combined,44494,16421114,18,01/25/2025 12:00:00 AM,18-64
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,6,Combined,461914,4170211,19,01/25/2025 12:00:00 AM,50-64
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5,2023,39,6,Combined,584104,972377,18,01/25/2025 12:00:00 AM,18-49
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27,2024,8,6,Combined,26544,7487990,18,01/25/2025 12:00:00 AM,75+
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Combined,115970,18077363,18,01/25/2025 12:00:00 AM,65+
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Combined,674274,948292,19,01/25/2025 12:00:00 AM,18-64
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Combined,33265,33265,18,01/25/2025 12:00:00 AM,65+
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Combined,1174358,5055913,19,01/25/2025 12:00:00 AM,18-64
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Combined,1395849,4918679,18,01/25/2025 12:00:00 AM,60-74
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Combined,211984,33679988,18,01/25/2025 12:00:00 AM,18+
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34,2024,15,6,Combined,210341,33468004,18,01/25/2025 12:00:00 AM,18+
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Combined,43468,13515536,18,01/25/2025 12:00:00 AM,60-74
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39,2024,20,6,Combined,55432,13418155,18,01/25/2025 12:00:00 AM,60-74
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Combined,440741,5482372,18,01/25/2025 12:00:00 AM,75+
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15,2023,49,6,Combined,214968,6510968,18,01/25/2025 12:00:00 AM,75+
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32,2024,13,6,Combined,25998,7709438,18,01/25/2025 12:00:00 AM,50-64
2023-2024,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,33,2024,14,6,Combined,23952,7733390,18,01/25/2025 12:00:00 AM,50-64
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43,2024,24,6,Combined,34429,8527694,18,01/25/2025 12:00:00 AM,75+
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Combined,129502,16698098,18,01/25/2025 12:00:00 AM,65+
2023-2024,10/28/2023 12:00:00 AM,10/26/2024 12:00:00 AM,9,2023,43,6,Combined,654835,3768315,18,01/25/2025 12:00:00 AM,18-49
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Combined,1720547,2426594,19,01/25/2025 12:00:00 AM,18+
2023-2024,01/13/2024 12:00:00 AM,01/11/2025 12:00:00 AM,21,2024,2,6,Combined,599407,30266775,18,01/25/2025 12:00:00 AM,18+
2023-2024,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,40,2024,21,6,Combined,27074,8242817,18,01/25/2025 12:00:00 AM,18-49
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,6,Combined,552091,5598343,19,01/25/2025 12:00:00 AM,75+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,6,Combined,778602,2905327,19,01/25/2025 12:00:00 AM,75+
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6,2023,40,6,Combined,803784,1899512,18,01/25/2025 12:00:00 AM,50-64
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31,2024,12,6,Combined,118512,12786548,18,01/25/2025 12:00:00 AM,60-74
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Combined,52033,15877770,18,01/25/2025 12:00:00 AM,18-64
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Combined,1577204,7602379,19,01/25/2025 12:00:00 AM,65+
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15,2023,49,6,Combined,261658,6285915,18,01/25/2025 12:00:00 AM,50-64
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12,2023,46,6,Combined,847804,10702620,18,01/25/2025 12:00:00 AM,18-64
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43,2024,24,6,Combined,14984,7905190,18,01/25/2025 12:00:00 AM,50-64
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45,2024,26,6,Combined,14814,7934352,18,01/25/2025 12:00:00 AM,50-64
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,6,Combined,572320,3603415,19,01/25/2025 12:00:00 AM,18-49
2023-2024,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,33,2024,14,6,Combined,83827,7949999,18,01/25/2025 12:00:00 AM,75+
