Current_season,Month,Previous_covid_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,SEP,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2023-24,New Jersey,0.0144,0.0116,0.0028,"51,804","41,814",3608589,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,New Mexico,0.0148,0.0064,0.0084,"12,720","5,483",857079,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Nevada,0.0123,0.0065,0.0058,"16,458","8,706",1334197,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,New York,0.0135,0.0076,0.0059,"59,234","33,396",4391080,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Ohio,0.0133,0.006,0.0073,"62,639","28,109",4712462,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Oklahoma,0.0065,0.0035,0.003,"10,785","5,843",1661189,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Oregon,0.0312,0.0122,0.019,"56,434","22,121",1806245,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Pennsylvania,0.0155,0.0065,0.009,"67,544","28,315",4366564,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Philadelphia,0.0226,0.0076,0.015,"16,763","5,615",742696,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Puerto Rico,0.0014,0.0005,0.0009,"1,797",671,1286583,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2023-24,Republic of Palau,0,0,0,0,0,10568,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2023-24,South Dakota,0.0077,0.0023,0.0055,"2,727",801,352593,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Houston,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2023-24,Tennessee,0.0095,0.0042,0.0053,"27,178","12,064",2857609,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Texas,0.0058,0.005,0.0008,"74,933","64,530",13026771,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Utah,0.0168,0.0064,0.0105,"24,889","9,435",1478793,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Virginia,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2023-24,U.S. Virgin Islands ,0.0007,0,0.0007,27,0,38581,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Vermont,0.022,0.0051,0.0169,"5,463","1,272",247935,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Washington,0.0291,0.0099,0.0192,"97,832","33,353",3364376,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Wisconsin,0.0166,0.0073,0.0093,"38,801","17,062",2341888,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,West Virginia,0.0076,0.0036,0.004,"5,236","2,477",690870,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Wyoming,0.0044,0.0023,0.0021,"1,048",542,236563,18-49 years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Alaska,0.0008,0,0.0008,40,0,47492,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Alabama,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,Arkansas,0.0002,0,0.0002,48,0,201249,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,American Samoa,0,0,0,0,0,4748,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Arizona,0.0023,0,0.0023,"1,103",0,479456,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York City,0.0011,0,0.0011,470,0,436260,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,California,0.0018,3.9638e-07,0.0018,"4,470",1,2522821,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Chicago,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,Colorado,0.0009,0,0.0009,335,0,365609,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Connecticut,0.0012,8.9975e-06,0.0012,258,2,222285,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,District of Columbia,0.0021,0,0.0021,56,0,26925,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Delaware,0.0007,0,0.0007,41,0,58703,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Florida,0.0007,0,0.0007,908,0,1219345,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Federated States of Micronesia,0.0057,0,0.0057,59,0,10382,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Georgia,0.0005,0,0.0005,383,0,735062,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Guam,0,0,0,0,0,13771,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,Iowa,0.0004,0,0.0004,82,0,208457,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Idaho,0.0005,0.0008,-0.0003,70,104,133291,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Illinois,0.0009,1.225e-06,0.0009,747,1,816314,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Indiana,0.0006,0,0.0006,273,0,451792,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Kansas,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,Kentucky,0.0005,6.9893e-06,0.0005,135,2,286150,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Louisiana,0.0003,6.6263e-06,0.0002,77,2,301827,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,Maine,0.0012,0,0.0012,90,0,75066,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Marshall Islands,0.0058,0,0.0058,47,0,8151,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Michigan,0,0,0,0,0,624694,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Minnesota,0.0009,0,0.0009,319,0,371308,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Missouri,0.0004,0,0.0004,152,0,393013,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,N. Mariana Islands,0.0014,0,0.0014,7,0,5092,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Mississippi,0.0001,0,0.0001,23,0,203909,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Montana,0.0004,0,0.0004,23,0,65539,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Carolina,0,0,0,0,0,671415,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Dakota,0.0003,0,0.0003,13,0,46827,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,New Jersey,0.0007,0.0011,-0.0004,371,611,562524,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New Mexico,0.002,7.1652e-06,0.002,275,1,139564,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nevada,0.0004,0,0.0004,70,0,198053,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York,0.0005,0,0.0005,372,0,678480,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Ohio,0,0,0,0,0,742187,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oklahoma,0.0003,0,0.0003,78,0,268724,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oregon,0.0014,0.0026,-0.0012,358,649,248705,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Pennsylvania,0.0006,0,0.0006,413,0,676599,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Philadelphia,0.0011,0,0.0011,93,0,86470,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Puerto Rico,0.0001,5.346e-06,0.0001,26,1,187055,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,Republic of Palau,0,0,0,0,0,1763,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,South Dakota,0.0003,0,0.0003,18,0,59835,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Houston,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,Tennessee,0.0004,4.615e-06,0.0004,185,2,433368,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Texas,0.0009,0.0022,-0.0013,"1,909","4,602",2110766,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Utah,0.0005,0,0.0005,143,0,268337,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Virginia,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2023-24,U.S. Virgin Islands ,0,0,0,0,0,6338,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Vermont,0.0008,0,0.0008,28,0,34429,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Washington,0.0016,4.3424e-06,0.0016,730,2,460572,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wisconsin,0.0008,0,0.0008,283,0,370797,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,West Virginia,0.0001,0,0.0001,7,0,104247,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wyoming,0.0002,0,0.0002,8,0,38687,13-17 years,Within 5 percentage points,Child
2024-25,DEC,2023-24,Alaska,0.0861,0.0763,0.0099,"62,567","55,386",726305,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Alabama,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Arkansas,0.0594,0.0628,-0.0033,"179,029","189,118",3012504.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,American Samoa,0.006,0.0001,0.0059,283,6,46976.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Arizona,0.0812,0.0753,0.0059,"599,284","555,979",7380696.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,New York City,0.0738,0.0779,-0.0042,"604,941","639,154",8200096,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,California,0.1291,0.1207,0.0084,"5,053,479","4,723,909",39144646,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Chicago,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Colorado,0.1542,0.1529,0.0013,"890,806","883,029",5776181,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Connecticut,0.1354,0.1444,-0.009,"479,415","511,296",3539890,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,District of Columbia,0.1334,0.1027,0.0307,"94,508","72,732",708203.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Delaware,0.1332,0.1341,-0.0009,"130,728","131,641",981560.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Florida,0.0631,0.0639,-0.0008,"1,364,715","1,381,694",21623533,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Federated States of Micronesia,0.0026,0.0001,0.0025,262,9,101371,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Georgia,0.0548,0.0603,-0.0055,"583,147","641,732",10647521,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Guam,0.0029,0.0022,0.0007,491,373,166917,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Iowa,0.1329,0.1285,0.0044,"417,848","404,045",3145074,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Idaho,0.085,0.0881,-0.0031,"154,445","160,026",1816139.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Illinois,0.1192,0.125,-0.0058,"1,492,212","1,564,488",12517504,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Indiana,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Kansas,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Kentucky,0.0771,0.0781,-0.001,"343,210","347,616",4450995.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Louisiana,0.039,0.0364,0.0026,"180,071","167,997",4616751,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Maine,0.1786,0.1443,0.0343,"240,057","193,952",1344005,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Marshall Islands,0.0076,0.0019,0.0057,582,147,76871,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Michigan,0.1167,0.1153,0.0014,"1,157,033","1,143,271",9912630.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Minnesota,0.1952,0.1848,0.0104,"1,098,037","1,039,412",5624147,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Missouri,0.0968,0.0982,-0.0014,"592,293","600,680",6115723.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,N. Mariana Islands,0.0165,0.0137,0.0028,849,706,51467.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Mississippi,0.0332,0.0321,0.0011,"97,985","94,801",2949076.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Montana,0.105,0.101,0.004,"112,836","108,547",1074894.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,North Carolina,0.0801,0.0882,-0.0081,"844,344","930,055",10541669,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,North Dakota,0.0986,0.0963,0.0023,"74,950","73,230",760079.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,New Jersey,0.0812,0.0927,-0.0115,"717,481","818,961",8832618,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,New Mexico,0.1335,0.1334,0.0001,"279,710","279,492",2095031,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Nevada,0.0759,0.0773,-0.0014,"236,966","241,206",3120407,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,New York,0.0993,0.1087,-0.0094,"1,094,976","1,198,816",11026194,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Ohio,0.0982,0.1013,-0.0031,"1,141,893","1,177,516",11627059,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Oklahoma,0.0558,0.0619,-0.0061,"220,752","244,815",3956445.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Oregon,0.1786,0.1729,0.0058,"753,962","729,569",4220498,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Pennsylvania,0.1037,0.1147,-0.011,"1,155,781","1,278,206",11148453,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Philadelphia,0.0854,0.0885,-0.0031,"133,906","138,791",1568273.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Puerto Rico,0.0191,0.0218,-0.0027,"60,642","69,256",3177862.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Republic of Palau,0.0027,0,0.0027,58,0,21412.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,South Dakota,0.1096,0.1031,0.0065,"97,218","91,430",886812,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Houston,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,Tennessee,0.0649,0.0613,0.0036,"444,390","419,681",6846888.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Texas,0.0325,0.0344,-0.0019,"947,220","1,002,702",29172250,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Utah,0.1073,0.0998,0.0075,"346,135","321,857",3226163.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Virginia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2023-24,U.S. Virgin Islands ,0.009,0.0043,0.0047,948,453,105648,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Vermont,0.2243,0.212,0.0124,"139,241","131,556",620682,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Washington,0.1706,0.1666,0.004,"1,305,337","1,274,732",7650371.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Wisconsin,0.1543,0.1488,0.0055,"895,199","863,051",5801275.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,West Virginia,0.064,0.0631,0.0008,"113,592","112,122",1776063.5,Overall,Within 5 percentage points,All
2024-25,DEC,2023-24,Wyoming,0.0662,0.0652,0.001,"38,333","37,752",579166.5,Overall,Within 5 percentage points,All
2024-25,SEP,2023-24,Alaska,0.0399,0.0108,0.0291,"22,036","5,959",552427,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Alabama,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,Arkansas,0.0239,0.0094,0.0146,"55,758","21,816",2330808,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,American Samoa,0.0003,0,0.0003,10,0,31335,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Arizona,0.0375,0.0172,0.0202,"216,407","99,595",5774978,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,New York City,0.0293,0.0144,0.015,"192,496","94,170",6559310,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,California,0.0604,0.0178,0.0426,"1,846,608","544,686",30576844,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Chicago,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,Colorado,0.068,0.0219,0.0461,"310,148","99,995",4557684,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Connecticut,0.0538,0.0257,0.0281,"152,813","72,924",2838054,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,District of Columbia,0.0498,0.0195,0.0304,"29,070","11,356",583228,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Delaware,0.0614,0.0298,0.0316,"48,003","23,319",782153,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Florida,0.032,0.0176,0.0144,"558,954","307,262",17482580,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Federated States of Micronesia,0.0023,0,0.0023,151,0,66724,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Georgia,0.0288,0.014,0.0149,"236,763","114,802",8210067,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Guam,0.0011,0,0.0011,121,0,114544,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,Iowa,0.0419,0.0164,0.0255,"102,142","40,071",2438002,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Idaho,0.0338,0.0196,0.0142,"46,530","26,944",1375870,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Illinois,0.0475,0.0263,0.0212,"465,764","257,908",9809562,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Indiana,0.037,0.0162,0.0208,"191,792","84,060",5188514,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Kansas,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,Kentucky,0.0335,0.0145,0.019,"116,431","50,333",3475334,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Louisiana,0.0183,0.0042,0.0142,"65,376","14,791",3564038,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,Maine,0.0713,0.019,0.0523,"78,526","20,887",1101973,18+ years,Higher by 5 percentage points or greater,Adult
2024-25,SEP,2023-24,Marshall Islands,0.0009,0,0.0009,43,0,47529,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Michigan,0.0458,0,0.0458,"359,230",0,7839742,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Minnesota,0.0748,0,0.0748,"325,862",0,4356123,18+ years,Higher by 5 percentage points or greater,Adult
2024-25,SEP,2023-24,Missouri,0.0392,0.0178,0.0214,"187,352","85,286",4780119,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,N. Mariana Islands,0.0028,0,0.0028,100,0,36075,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Mississippi,0.0176,0.0063,0.0113,"39,997","14,315",2273653,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Montana,0.0383,0.014,0.0243,"32,550","11,912",850894,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,North Carolina,0.0263,0.0186,0.0077,"218,008","154,251",8294423,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,North Dakota,0.0266,0.004,0.0225,"15,503","2,351",583680,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,New Jersey,0.0379,0.0014,0.0365,"263,402","9,744",6947836,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,New Mexico,0.0513,0.022,0.0293,"83,809","35,906",1633828,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Nevada,0.0381,0.0202,0.018,"93,060","49,210",2440679,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,New York,0.0449,0.023,0.0219,"394,820","202,156",8789112,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Ohio,0.0408,0.0181,0.0226,"371,861","165,256",9124576,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Oklahoma,0.0235,0.0114,0.0121,"71,115","34,455",3027263,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Oregon,0.0704,0.0283,0.0421,"238,034","95,610",3380729,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Pennsylvania,0.0443,0.0183,0.026,"395,401","163,456",8922762,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Philadelphia,0.0382,0.0125,0.0257,"47,356","15,510",1239735,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Puerto Rico,0.0082,0.0023,0.0059,"21,505","6,023",2624172,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,Republic of Palau,0,0,0,0,0,16583,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,South Dakota,0.0319,0.0096,0.0223,"21,491","6,464",674238,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Houston,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,Tennessee,0.0327,0.0132,0.0195,"175,963","70,952",5373433,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Texas,0.0193,0.007,0.0124,"423,456","152,529",21925627,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Utah,0.0406,0.0148,0.0257,"94,119","34,370",2320603,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Virginia,,,,Not Submitted,Not Submitted,,18+ years,Not Available,Adult
2024-25,SEP,2023-24,U.S. Virgin Islands ,0.0037,0.0001,0.0035,298,10,81507,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Vermont,0.0628,0.0133,0.0494,"32,018","6,796",510181,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Washington,0.0644,0.0213,0.0431,"388,121","128,453",6027818,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Wisconsin,0.0502,0.0195,0.0307,"229,717","89,079",4574131,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,West Virginia,0.0282,0.0126,0.0156,"40,300","17,998",1428520,18+ years,Within 5 percentage points,Adult
2024-25,SEP,2023-24,Wyoming,0.0235,0.0101,0.0134,"10,578","4,546",449237,18+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Alaska,0.0256,0.0214,0.0042,"1,055",883,41226,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Alabama,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,Arkansas,0.0072,0.0053,0.0019,"1,113",819,154434,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,American Samoa,0,0,0,0,0,3481,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Arizona,0.0223,0.0146,0.0077,"8,170","5,351",366688,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York City,0.0292,0.0225,0.0067,"11,251","8,667",385957,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,California,0.0388,0.0311,0.0077,"76,329","61,119",1966287,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Chicago,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,Colorado,0.0659,0.051,0.0149,"18,072","13,997",274405,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Connecticut,0.0365,0.0323,0.0043,"5,612","4,957",153657,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,District of Columbia,0.1195,0.0818,0.0377,"3,825","2,618",32005,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Delaware,0.0193,0.0178,0.0015,871,804,45161,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Florida,0.0056,0.0052,0.0004,"5,243","4,899",941363,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Federated States of Micronesia,0,0,0,0,0,7726,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Georgia,0.0099,0.0057,0.0042,"5,402","3,103",547437,5-8 years,Within 5 percentage points,Child
