comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
Between Season Poverty Comparison,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,9.1,9.3,-0.2,-2,1.6,,14,14
Between Season Poverty Comparison,01/11/2025 12:00:00 AM,01/11/2025 12:00:00 AM,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",7.1,7.5,-0.4,-1.7,0.9,,12,12
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",7.1,7.5,-0.5,-1.7,0.8,,12,12
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Below Poverty,Below Poverty,7.4,7.6,-0.2,-1.9,1.6,,13,13
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,16.7,-5.5,-8.5,-2.4,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,12.4,-1.1,-2.9,0.7,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,13.6,-2.3,-4.9,0.3,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,13.1,-1.8,-4,0.3,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,14.8,-3.5,-6.5,-0.5,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11,0.3,-1.4,1.9,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,9.9,1.4,-0.6,3.3,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,9.3,2,0.1,3.9,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.1,3.2,1.8,4.5,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11.9,-0.6,-1.3,0.1,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,21.8,-10.5,-12.1,-8.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,16.4,-5.1,-6.8,-3.4,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,12.5,-1.2,-2.6,0.2,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,14.2,-2.9,-4,-1.9,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,7.4,3.9,3,4.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,12.7,-1.4,-2.5,-0.4,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.5,2.8,1.8,3.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11,0.3,-1.1,1.6,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,13.1,-1.8,-3.1,-0.5,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,14.4,-3.1,-4.6,-1.6,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,6.1,5.2,3.7,6.7,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.1,3.2,1.2,5.2,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11.1,0.2,-2.3,2.6,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,6.1,5.2,3.6,6.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,15.3,-4,-5.8,-2.2,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,16.2,-4.9,-7,-2.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,16.9,-5.6,-8.6,-2.6,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,12.1,-0.9,-3.4,1.7,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,31.4,-20.1,-23.4,-16.9,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,6.7,4.5,2.9,6.2,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,6.9,4.4,2.7,6.1,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,14.4,-3.1,-6.2,-0.1,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,6.9,4.4,2,6.7,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,13.4,-2.1,-3.7,-0.5,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.9,2.4,0.7,4.2,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,10.1,1.2,-1.1,3.5,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,12.7,-1.4,-4.1,1.2,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.4,2.9,1,4.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,4.4,6.9,5.6,8.2,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,17.8,-6.5,-9.4,-3.6,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,19.8,-8.5,-11,-6.1,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,26.5,-15.2,-18.3,-12,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,10.2,1.1,-1.1,3.3,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,20,-8.7,-11.4,-6,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,5.7,5.6,3.7,7.5,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,10.5,0.8,-1.3,2.8,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,9.2,2.1,0.2,4,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11.4,-0.1,-2.6,2.4,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8,3.3,1.2,5.4,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,18.3,-7,-9.8,-4.2,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,10.9,0.4,-1.5,2.4,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,16,-4.7,-7.3,-2.1,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,13.2,-2,-3.7,-0.2,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,10.5,0.8,-1.1,2.8,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.4,2.9,0.8,5,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11.2,0.1,-2.1,2.3,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,6.2,5.1,3.5,6.6,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,18.4,-7.1,-9.8,-4.5,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11.4,-0.1,-1.7,1.4,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,4.9,6.4,5.1,7.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,17.2,-5.9,-9.4,-2.3,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,6.4,4.9,3.4,6.4,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.5,2.8,0.6,5.1,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,7.9,3.4,1.3,5.4,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.7,2.6,1.5,3.7,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,12.2,-1,-3.4,1.5,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,26.9,-15.6,-20.5,-10.7,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,13.1,-1.8,-3.5,0,,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,18.8,-7.6,-10.4,-4.7,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,7.2,4.1,2.4,5.7,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,14.1,-2.8,-5.6,-0.1,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,8.7,2.6,0.4,4.8,*,1,1
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",15.1,15.7,-0.6,-1.8,0.5,,11,11
Between Season Poverty Comparison,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,9.1,10.4,-1.3,-3,0.4,,14,14
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Below Poverty,Below Poverty,2.7,1.5,1.2,0.5,1.9,*,13,13
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,3.7,3.3,0.4,-1.1,1.9,,14,14
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Below Poverty,Below Poverty,2.7,2.2,0.5,-0.5,1.5,,13,13
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,4.1,1.5,0.6,2.3,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,7.3,-1.8,-6.6,3.1,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.5,3.1,2,4.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.5,3.1,1.9,4.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,5.4,0.1,-3.7,4,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.9,2.7,1.3,4.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.8,3.8,2.9,4.6,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.9,3.7,2.5,4.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.5,4.1,3.2,5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.8,3.8,2.7,4.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,7.5,-2,-6.4,2.4,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,4,1.6,0.1,3.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,6.5,-0.9,-3.3,1.6,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.6,3.9,3.2,4.6,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,5.1,0.5,-1.3,2.3,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.6,3,1.7,4.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.8,3.8,3,4.6,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.7,2.9,2,3.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.8,1.7,0,3.4,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.4,2.2,0.8,3.6,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.7,3.9,2.7,5.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.2,4.4,3.5,5.3,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.5,4.1,3.1,5.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.8,2.8,1.4,4.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,4.4,1.1,-1.5,3.8,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.7,2.9,1.8,3.9,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.2,2.4,1,3.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,8.5,-2.9,-7.8,2,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,7.2,-1.6,-3.5,0.3,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.7,3.9,2.9,4.9,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.9,3.7,2.3,5.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.6,3,1.5,4.5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.5,3.1,0.6,5.5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,0.7,4.9,4.1,5.7,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,4,1.6,-0.1,3.3,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.7,3.8,2.9,4.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.2,3.4,2.1,4.6,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2,3.6,1.8,5.4,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,0.8,4.8,4,5.5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,14.7,-9.1,-19.7,1.5,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.3,2.3,1.1,3.4,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.8,2.7,1.4,4.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.4,4.2,3.2,5.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,14.2,-8.6,-17.1,-0.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,4.8,0.8,-3.5,5.1,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.8,2.8,0.8,4.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.6,3,0.8,5.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.8,3.8,2.9,4.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,0.9,4.6,3.8,5.4,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.4,3.2,2,4.5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.3,2.3,1,3.5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.6,2,-0.2,4.1,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,8.1,-2.6,-4.5,-0.6,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.3,3.3,1.4,5.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.1,2.5,1.3,3.7,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.8,3.7,2.4,5.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.9,3.6,1.8,5.5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,4.6,1,-1.7,3.6,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.8,1.8,-0.1,3.7,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.2,4.4,3.5,5.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.8,2.7,1.4,4.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.3,4.3,3.5,5.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.7,3.8,2.5,5.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2,3.6,2.4,4.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.1,3.4,2.3,4.5,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,2.7,2.9,1.3,4.4,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,7.1,-1.5,-7.7,4.8,,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,0,5.6,5,6.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.1,2.5,0.1,4.8,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3,2.6,1.2,4,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,3.3,2.3,0.5,4.1,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.1,4.4,3.6,5.2,*,1,1
Between Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,1.8,3.7,2.6,4.9,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,3.3,1.8,1.4,0.6,2.3,*,14,14
Between Season Poverty Comparison,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,Poverty Status Unknown,Poverty Status Unknown,3.7,1.9,1.7,0.8,2.7,*,14,14
Between Season Poverty Comparison,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,Below Poverty,Below Poverty,2.7,1.6,1.1,0.4,1.8,*,13,13
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,2.2,1.4,1,1.8,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,3.3,0.3,-0.9,1.6,,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,2.4,1.2,0.2,2.2,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,2.1,1.5,0.7,2.4,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,5.4,-1.8,-5.6,2,,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,2.6,1.1,-0.2,2.3,,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,1.8,1.8,1.2,2.5,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,1.3,2.3,1.7,3,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,1.5,2.1,1.4,2.9,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,1.4,2.3,1.7,2.8,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,3.5,0.1,-0.5,0.8,,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,3.7,0,-1.8,1.8,,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,2.8,0.9,0,1.8,,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,1.6,2.1,1.6,2.5,*,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,3,0.7,-0.9,2.2,,1,1
Between Season Poverty Comparison,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,1.4,2.3,1.9,2.7,*,1,1
