Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date,Type
Combined,2023-24,2024.0,8.0,18-49 yr,Overall,Overall,Overall,3.2,72.0,2024-02-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,7.0,18-49 yr,Overall,Overall,Overall,3.2,68.0,2024-02-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,6.0,18-49 yr,Overall,Overall,Overall,3.5,65.0,2024-02-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,5.0,18-49 yr,Overall,Overall,Overall,3.7,62.0,2024-02-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,4.0,18-49 yr,Overall,Overall,Overall,4.1000000000000005,58.0,2024-01-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,3.0,18-49 yr,Overall,Overall,Overall,4.2,54.0,2024-01-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,2.0,18-49 yr,Overall,Overall,Overall,5.4,50.0,2024-01-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,1.0,18-49 yr,Overall,Overall,Overall,6.1,44.0,2024-01-06 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,52.0,18-49 yr,Overall,Overall,Overall,7.0,38.0,2023-12-30 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,51.0,18-49 yr,Overall,Overall,Overall,5.5,31.0,2023-12-23 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,50.0,18-49 yr,Overall,Overall,Overall,4.699999999999999,26.0,2023-12-16 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,49.0,18-49 yr,Overall,Overall,Overall,3.8,21.0,2023-12-09 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,48.0,18-49 yr,Overall,Overall,Overall,3.3,17.0,2023-12-02 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,47.0,18-49 yr,Overall,Overall,Overall,2.3999999999999995,14.0,2023-11-25 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,46.0,18-49 yr,Overall,Overall,Overall,2.0,12.0,2023-11-18 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,45.0,18-49 yr,Overall,Overall,Overall,2.0,10.0,2023-11-11 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,44.0,18-49 yr,Overall,Overall,Overall,1.7999999999999998,8.0,2023-11-04 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,43.0,18-49 yr,Overall,Overall,Overall,1.6,6.0,2023-10-28 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,42.0,18-49 yr,Overall,Overall,Overall,1.2000000000000002,4.0,2023-10-21 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,41.0,18-49 yr,Overall,Overall,Overall,1.5,3.0,2023-10-14 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,40.0,18-49 yr,Overall,Overall,Overall,1.4,1.0,2023-10-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,39.0,0-4 yr,Overall,Overall,Overall,2.9000000000000004,676.0,2024-09-28 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,38.0,0-4 yr,Overall,Overall,Overall,3.4000000000000004,673.0,2024-09-21 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,37.0,0-4 yr,Overall,Overall,Overall,2.9,670.0,2024-09-14 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,36.0,0-4 yr,Overall,Overall,Overall,3.1,667.0,2024-09-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,35.0,0-4 yr,Overall,Overall,Overall,2.9000000000000004,664.0,2024-08-31 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,34.0,0-4 yr,Overall,Overall,Overall,2.7,661.0,2024-08-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,33.0,0-4 yr,Overall,Overall,Overall,3.9,658.0,2024-08-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,32.0,0-4 yr,Overall,Overall,Overall,3.9,654.0,2024-08-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,31.0,0-4 yr,Overall,Overall,Overall,2.6,650.0,2024-08-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,30.0,0-4 yr,Overall,Overall,Overall,3.2,648.0,2024-07-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,29.0,0-4 yr,Overall,Overall,Overall,2.1,644.0,2024-07-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,28.0,0-4 yr,Overall,Overall,Overall,2.0,642.0,2024-07-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,27.0,0-4 yr,Overall,Overall,Overall,1.9,640.0,2024-07-06 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,26.0,0-4 yr,Overall,Overall,Overall,1.7,638.0,2024-06-29 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,25.0,0-4 yr,Overall,Overall,Overall,1.9,637.0,2024-06-22 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,24.0,0-4 yr,Overall,Overall,Overall,0.8,635.0,2024-06-15 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,23.0,0-4 yr,Overall,Overall,Overall,1.4,634.0,2024-06-08 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,22.0,0-4 yr,Overall,Overall,Overall,2.4000000000000004,633.0,2024-06-01 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,21.0,0-4 yr,Overall,Overall,Overall,1.6,630.0,2024-05-25 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,20.0,0-4 yr,Overall,Overall,Overall,2.0,629.0,2024-05-18 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,19.0,0-4 yr,Overall,Overall,Overall,1.8,627.0,2024-05-11 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,18.0,0-4 yr,Overall,Overall,Overall,2.1,625.0,2024-05-04 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,17.0,0-4 yr,Overall,Overall,Overall,3.4000000000000004,623.0,2024-04-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,16.0,0-4 yr,Overall,Overall,Overall,3.8,619.0,2024-04-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,15.0,0-4 yr,Overall,Overall,Overall,3.8,616.0,2024-04-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,14.0,0-4 yr,Overall,Overall,Overall,5.2,612.0,2024-04-06 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,13.0,0-4 yr,Overall,Overall,Overall,6.2,607.0,2024-03-30 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,12.0,0-4 yr,Overall,Overall,Overall,6.4,600.0,2024-03-23 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,11.0,0-4 yr,Overall,Overall,Overall,8.3,594.0,2024-03-16 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,10.0,0-4 yr,Overall,Overall,Overall,10.8,586.0,2024-03-09 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,9.0,0-4 yr,Overall,Overall,Overall,13.0,575.0,2024-03-02 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,8.0,0-4 yr,Overall,Overall,Overall,13.9,562.0,2024-02-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,7.0,0-4 yr,Overall,Overall,Overall,16.2,548.0,2024-02-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,6.0,0-4 yr,Overall,Overall,Overall,18.9,532.0,2024-02-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,5.0,0-4 yr,Overall,Overall,Overall,17.5,513.0,2024-02-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,4.0,0-4 yr,Overall,Overall,Overall,22.6,495.0,2024-01-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,3.0,0-4 yr,Overall,Overall,Overall,24.8,473.0,2024-01-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,2.0,0-4 yr,Overall,Overall,Overall,29.7,448.0,2024-01-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,1.0,0-4 yr,Overall,Overall,Overall,41.8,418.0,2024-01-06 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,52.0,0-4 yr,Overall,Overall,Overall,48.3,377.0,2023-12-30 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,51.0,0-4 yr,Overall,Overall,Overall,44.9,328.0,2023-12-23 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,50.0,0-4 yr,Overall,Overall,Overall,39.8,283.0,2023-12-16 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,49.0,0-4 yr,Overall,Overall,Overall,36.9,244.0,2023-12-09 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,48.0,0-4 yr,Overall,Overall,Overall,38.2,207.0,2023-12-02 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,47.0,0-4 yr,Overall,Overall,Overall,32.1,168.0,2023-11-25 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,46.0,0-4 yr,Overall,Overall,Overall,28.6,136.0,2023-11-18 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,45.0,0-4 yr,Overall,Overall,Overall,27.1,108.0,2023-11-11 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,44.0,0-4 yr,Overall,Overall,Overall,19.9,81.0,2023-11-04 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,43.0,0-4 yr,Overall,Overall,Overall,17.5,61.0,2023-10-28 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,42.0,0-4 yr,Overall,Overall,Overall,17.099999999999998,43.0,2023-10-21 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,41.0,0-4 yr,Overall,Overall,Overall,13.7,26.0,2023-10-14 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,40.0,0-4 yr,Overall,Overall,Overall,12.4,12.0,2023-10-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,39.0,75+ yr,Overall,Overall,Overall,25.4,1901.0,2024-09-28 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,38.0,75+ yr,Overall,Overall,Overall,29.7,1876.0,2024-09-21 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,37.0,75+ yr,Overall,Overall,Overall,31.5,1846.0,2024-09-14 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,36.0,75+ yr,Overall,Overall,Overall,30.4,1814.0,2024-09-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,35.0,75+ yr,Overall,Overall,Overall,31.2,1784.0,2024-08-31 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,34.0,75+ yr,Overall,Overall,Overall,31.700000000000003,1753.0,2024-08-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,33.0,75+ yr,Overall,Overall,Overall,34.6,1721.0,2024-08-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,32.0,75+ yr,Overall,Overall,Overall,33.1,1687.0,2024-08-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,31.0,75+ yr,Overall,Overall,Overall,32.3,1653.0,2024-08-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,30.0,75+ yr,Overall,Overall,Overall,29.9,1621.0,2024-07-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,29.0,75+ yr,Overall,Overall,Overall,25.1,1591.0,2024-07-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,28.0,75+ yr,Overall,Overall,Overall,24.6,1566.0,2024-07-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,27.0,75+ yr,Overall,Overall,Overall,23.2,1542.0,2024-07-06 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,26.0,75+ yr,Overall,Overall,Overall,20.9,1518.0,2024-06-29 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,25.0,75+ yr,Overall,Overall,Overall,18.5,1497.0,2024-06-22 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,24.0,75+ yr,Overall,Overall,Overall,15.599999999999998,1479.0,2024-06-15 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,23.0,75+ yr,Overall,Overall,Overall,12.9,1463.0,2024-06-08 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,22.0,75+ yr,Overall,Overall,Overall,13.6,1450.0,2024-06-01 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,21.0,75+ yr,Overall,Overall,Overall,11.4,1437.0,2024-05-25 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,20.0,75+ yr,Overall,Overall,Overall,11.499999999999998,1425.0,2024-05-18 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,19.0,75+ yr,Overall,Overall,Overall,11.4,1414.0,2024-05-11 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,18.0,75+ yr,Overall,Overall,Overall,10.6,1403.0,2024-05-04 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,17.0,75+ yr,Overall,Overall,Overall,13.0,1392.0,2024-04-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,16.0,75+ yr,Overall,Overall,Overall,12.3,1379.0,2024-04-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,15.0,75+ yr,Overall,Overall,Overall,17.9,1367.0,2024-04-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,14.0,75+ yr,Overall,Overall,Overall,22.0,1349.0,2024-04-06 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,13.0,75+ yr,Overall,Overall,Overall,20.5,1327.0,2024-03-30 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,12.0,75+ yr,Overall,Overall,Overall,22.5,1306.0,2024-03-23 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,11.0,75+ yr,Overall,Overall,Overall,30.500000000000004,1284.0,2024-03-16 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,10.0,75+ yr,Overall,Overall,Overall,35.5,1253.0,2024-03-09 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,9.0,75+ yr,Overall,Overall,Overall,41.1,1218.0,2024-03-02 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,8.0,75+ yr,Overall,Overall,Overall,45.4,1177.0,2024-02-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,7.0,75+ yr,Overall,Overall,Overall,47.6,1131.0,2024-02-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,6.0,75+ yr,Overall,Overall,Overall,47.5,1084.0,2024-02-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,5.0,75+ yr,Overall,Overall,Overall,53.3,1036.0,2024-02-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,4.0,75+ yr,Overall,Overall,Overall,57.7,983.0,2024-01-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,3.0,75+ yr,Overall,Overall,Overall,69.0,925.0,2024-01-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,2.0,75+ yr,Overall,Overall,Overall,81.0,856.0,2024-01-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,1.0,75+ yr,Overall,Overall,Overall,95.0,775.0,2024-01-06 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,52.0,75+ yr,Overall,Overall,Overall,107.8,680.0,2023-12-30 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,51.0,75+ yr,Overall,Overall,Overall,86.5,572.0,2023-12-23 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,50.0,75+ yr,Overall,Overall,Overall,65.9,486.0,2023-12-16 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,49.0,75+ yr,Overall,Overall,Overall,62.7,420.0,2023-12-09 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,48.0,75+ yr,Overall,Overall,Overall,60.5,357.0,2023-12-02 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,47.0,75+ yr,Overall,Overall,Overall,44.2,297.0,2023-11-25 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,46.0,75+ yr,Overall,Overall,Overall,43.2,253.0,2023-11-18 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,45.0,75+ yr,Overall,Overall,Overall,39.6,209.0,2023-11-11 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,44.0,75+ yr,Overall,Overall,Overall,31.8,170.0,2023-11-04 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,43.0,75+ yr,Overall,Overall,Overall,33.3,138.0,2023-10-28 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,42.0,75+ yr,Overall,Overall,Overall,34.5,105.0,2023-10-21 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,41.0,75+ yr,Overall,Overall,Overall,34.0,70.0,2023-10-14 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,40.0,75+ yr,Overall,Overall,Overall,36.1,36.0,2023-10-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,39.0,1-4 yr,Overall,Overall,Overall,1.8,403.0,2024-09-28 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,38.0,1-4 yr,Overall,Overall,Overall,1.9,402.0,2024-09-21 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,37.0,1-4 yr,Overall,Overall,Overall,1.9,400.0,2024-09-14 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,36.0,1-4 yr,Overall,Overall,Overall,2.1,398.0,2024-09-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,35.0,1-4 yr,Overall,Overall,Overall,1.4,396.0,2024-08-31 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,34.0,1-4 yr,Overall,Overall,Overall,1.7,394.0,2024-08-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,33.0,1-4 yr,Overall,Overall,Overall,1.6,393.0,2024-08-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,32.0,1-4 yr,Overall,Overall,Overall,2.2,391.0,2024-08-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,31.0,1-4 yr,Overall,Overall,Overall,1.3,389.0,2024-08-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,30.0,1-4 yr,Overall,Overall,Overall,1.7999999999999998,388.0,2024-07-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,29.0,1-4 yr,Overall,Overall,Overall,1.0,386.0,2024-07-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,28.0,1-4 yr,Overall,Overall,Overall,0.6,385.0,2024-07-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,27.0,1-4 yr,Overall,Overall,Overall,0.8,384.0,2024-07-06 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,26.0,1-4 yr,Overall,Overall,Overall,1.0,383.0,2024-06-29 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,25.0,1-4 yr,Overall,Overall,Overall,1.0,382.0,2024-06-22 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,24.0,1-4 yr,Overall,Overall,Overall,0.4,381.0,2024-06-15 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,23.0,1-4 yr,Overall,Overall,Overall,0.6000000000000001,381.0,2024-06-08 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,22.0,1-4 yr,Overall,Overall,Overall,1.7999999999999998,380.0,2024-06-01 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,21.0,1-4 yr,Overall,Overall,Overall,0.6000000000000001,379.0,2024-05-25 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,20.0,1-4 yr,Overall,Overall,Overall,1.7,378.0,2024-05-18 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,19.0,1-4 yr,Overall,Overall,Overall,1.0,376.0,2024-05-11 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,18.0,1-4 yr,Overall,Overall,Overall,1.3,375.0,2024-05-04 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,17.0,1-4 yr,Overall,Overall,Overall,2.3,374.0,2024-04-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,16.0,1-4 yr,Overall,Overall,Overall,2.4,372.0,2024-04-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,15.0,1-4 yr,Overall,Overall,Overall,2.8,369.0,2024-04-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,14.0,1-4 yr,Overall,Overall,Overall,3.8,367.0,2024-04-06 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,13.0,1-4 yr,Overall,Overall,Overall,3.6,363.0,2024-03-30 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,12.0,1-4 yr,Overall,Overall,Overall,4.4,359.0,2024-03-23 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,11.0,1-4 yr,Overall,Overall,Overall,6.1,355.0,2024-03-16 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,10.0,1-4 yr,Overall,Overall,Overall,6.9,349.0,2024-03-09 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,9.0,1-4 yr,Overall,Overall,Overall,9.5,342.0,2024-03-02 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,8.0,1-4 yr,Overall,Overall,Overall,9.1,332.0,2024-02-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,7.0,1-4 yr,Overall,Overall,Overall,9.9,323.0,2024-02-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,6.0,1-4 yr,Overall,Overall,Overall,12.6,313.0,2024-02-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,5.0,1-4 yr,Overall,Overall,Overall,9.4,301.0,2024-02-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,4.0,1-4 yr,Overall,Overall,Overall,14.5,291.0,2024-01-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,3.0,1-4 yr,Overall,Overall,Overall,15.6,277.0,2024-01-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,2.0,1-4 yr,Overall,Overall,Overall,18.5,261.0,2024-01-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,1.0,1-4 yr,Overall,Overall,Overall,25.3,243.0,2024-01-06 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,52.0,1-4 yr,Overall,Overall,Overall,28.3,217.0,2023-12-30 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,51.0,1-4 yr,Overall,Overall,Overall,28.9,189.0,2023-12-23 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,50.0,1-4 yr,Overall,Overall,Overall,26.0,160.0,2023-12-16 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,49.0,1-4 yr,Overall,Overall,Overall,21.4,134.0,2023-12-09 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,48.0,1-4 yr,Overall,Overall,Overall,19.8,113.0,2023-12-02 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,47.0,1-4 yr,Overall,Overall,Overall,19.2,93.0,2023-11-25 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,46.0,1-4 yr,Overall,Overall,Overall,15.8,74.0,2023-11-18 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,45.0,1-4 yr,Overall,Overall,Overall,16.400000000000002,58.0,2023-11-11 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,44.0,1-4 yr,Overall,Overall,Overall,11.1,42.0,2023-11-04 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,43.0,1-4 yr,Overall,Overall,Overall,8.2,30.0,2023-10-28 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,42.0,1-4 yr,Overall,Overall,Overall,8.4,22.0,2023-10-21 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,41.0,1-4 yr,Overall,Overall,Overall,6.9,14.0,2023-10-14 00:00:00,Unadjusted Rate
Combined,2023-24,2023.0,40.0,1-4 yr,Overall,Overall,Overall,6.9,7.0,2023-10-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,39.0,0-<1 yr,Overall,Overall,Overall,7.699999999999999,1769.0,2024-09-28 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,38.0,0-<1 yr,Overall,Overall,Overall,9.2,1761.0,2024-09-21 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,37.0,0-<1 yr,Overall,Overall,Overall,6.800000000000001,1752.0,2024-09-14 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,36.0,0-<1 yr,Overall,Overall,Overall,7.6,1745.0,2024-09-07 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,35.0,0-<1 yr,Overall,Overall,Overall,9.1,1738.0,2024-08-31 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,34.0,0-<1 yr,Overall,Overall,Overall,6.7,1728.0,2024-08-24 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,33.0,0-<1 yr,Overall,Overall,Overall,12.8,1722.0,2024-08-17 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,32.0,0-<1 yr,Overall,Overall,Overall,10.6,1709.0,2024-08-10 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,31.0,0-<1 yr,Overall,Overall,Overall,7.8,1698.0,2024-08-03 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,30.0,0-<1 yr,Overall,Overall,Overall,9.1,1691.0,2024-07-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,29.0,0-<1 yr,Overall,Overall,Overall,6.7,1681.0,2024-07-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,28.0,0-<1 yr,Overall,Overall,Overall,7.7,1675.0,2024-07-13 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,27.0,0-<1 yr,Overall,Overall,Overall,6.0,1667.0,2024-07-06 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,26.0,0-<1 yr,Overall,Overall,Overall,5.0,1661.0,2024-06-29 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,25.0,0-<1 yr,Overall,Overall,Overall,5.3,1656.0,2024-06-22 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,24.0,0-<1 yr,Overall,Overall,Overall,2.4,1651.0,2024-06-15 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,23.0,0-<1 yr,Overall,Overall,Overall,4.8,1648.0,2024-06-08 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,22.0,0-<1 yr,Overall,Overall,Overall,5.0,1644.0,2024-06-01 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,21.0,0-<1 yr,Overall,Overall,Overall,5.8,1639.0,2024-05-25 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,20.0,0-<1 yr,Overall,Overall,Overall,2.9,1633.0,2024-05-18 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,19.0,0-<1 yr,Overall,Overall,Overall,4.8,1630.0,2024-05-11 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,18.0,0-<1 yr,Overall,Overall,Overall,4.9,1625.0,2024-05-04 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,17.0,0-<1 yr,Overall,Overall,Overall,7.899999999999999,1620.0,2024-04-27 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,16.0,0-<1 yr,Overall,Overall,Overall,9.7,1612.0,2024-04-20 00:00:00,Unadjusted Rate
Combined,2023-24,2024.0,15.0,0-<1 yr,Overall,Overall,Overall,7.4,1602.0,2024-04-13 00:00:00,Unadjusted Rate
