current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult
2023-24,MAR,55,37396.5,Puerto Rico,0.0015,6-23 months,"2023-24, Puerto Rico: 6-23 months",Child
2023-24,MAR,56,10382,Federated States of Micronesia,0.0054,13-17 years,"2023-24, Federated States of Micronesia: 13-17 years",Child
2023-24,MAR,61,3019,N. Mariana Islands,0.0202,5-8 years,"2023-24, N. Mariana Islands: 5-8 years",Child
2023-24,MAR,65,3916,N. Mariana Islands,0.0166,9-12 years,"2023-24, N. Mariana Islands: 9-12 years",Child
2023-24,MAR,68,5706,Federated States of Micronesia,0.0119,2-4 years,"2023-24, Federated States of Micronesia: 2-4 years",Child
2023-24,MAR,72,1992,Republic of Palau,0.0361,65+ years,"2023-24, Republic of Palau: 65+ years",Adult
2023-24,MAR,76,5092,N. Mariana Islands,0.0149,13-17 years,"2023-24, N. Mariana Islands: 13-17 years",Child
2023-24,MAR,81,4023,Republic of Palau,0.0201,50-64 years,"2023-24, Republic of Palau: 50-64 years",Adult
2023-24,MAR,81,38581,U.S. Virgin Islands ,0.0021,18-49 years,"2023-24, U.S. Virgin Islands : 18-49 years",Adult
2023-24,MAR,88,7989,Federated States of Micronesia,0.011,9-12 years,"2023-24, Federated States of Micronesia: 9-12 years",Child
2023-24,MAR,90,10568,Republic of Palau,0.0085,18-49 years,"2023-24, Republic of Palau: 18-49 years",Adult
2023-24,MAR,92,9510.5,Wyoming,0.0097,6-23 months,"2023-24, Wyoming: 6-23 months",Child
2023-24,MAR,99,74811,Puerto Rico,0.0013,2-4 years,"2023-24, Puerto Rico: 2-4 years",Child
2023-24,MAR,103,29342,Marshall Islands,0.0035,6 months to 17 years,"2023-24, Marshall Islands: 6 months to 17 years",Child
2023-24,MAR,104,7726,Federated States of Micronesia,0.0135,5-8 years,"2023-24, Federated States of Micronesia: 5-8 years",Child
2023-24,MAR,104,12246,Federated States of Micronesia,0.0085,50-64 years,"2023-24, Federated States of Micronesia: 50-64 years",Adult
2023-24,MAR,128,70741,Guam,0.0018,18-49 years,"2023-24, Guam: 18-49 years",Adult
2023-24,MAR,131,36097,Marshall Islands,0.0036,18-49 years,"2023-24, Marshall Islands: 18-49 years",Adult
2023-24,MAR,161,22448,U.S. Virgin Islands ,0.0072,50-64 years,"2023-24, U.S. Virgin Islands : 50-64 years",Adult
2023-24,MAR,176,53615.5,Mississippi,0.0033,6-23 months,"2023-24, Mississippi: 6-23 months",Child
2023-24,MAR,180,47529,Marshall Islands,0.0038,18+ years,"2023-24, Marshall Islands: 18+ years",Adult
2023-24,MAR,198,21113,Wyoming,0.0094,2-4 years,"2023-24, Wyoming: 2-4 years",Child
2023-24,MAR,198,27742,Guam,0.0071,50-64 years,"2023-24, Guam: 50-64 years",Adult
2023-24,MAR,215,118083,Puerto Rico,0.0018,5-8 years,"2023-24, Puerto Rico: 5-8 years",Child
2023-24,MAR,229,26572.5,West Virginia,0.0086,6-23 months,"2023-24, West Virginia: 6-23 months",Child
2023-24,MAR,235,3754,N. Mariana Islands,0.0626,65+ years,"2023-24, N. Mariana Islands: 65+ years",Adult
2023-24,MAR,243,16583,Republic of Palau,0.0147,18+ years,"2023-24, Republic of Palau: 18+ years",Adult
2023-24,MAR,252,16061,Guam,0.0157,65+ years,"2023-24, Guam: 65+ years",Adult
2023-24,MAR,255,21412.5,Republic of Palau,0.0119,Overall,"2023-24, Republic of Palau: Overall",All
2023-24,MAR,282,15392.5,N. Mariana Islands,0.0183,6 months to 17 years,"2023-24, N. Mariana Islands: 6 months to 17 years",Child
2023-24,MAR,283,76871,Marshall Islands,0.0037,Overall,"2023-24, Marshall Islands: Overall",All
2023-24,MAR,297,110338,Mississippi,0.0027,2-4 years,"2023-24, Mississippi: 2-4 years",Child
2023-24,MAR,319,49666,Federated States of Micronesia,0.0064,18-49 years,"2023-24, Federated States of Micronesia: 18-49 years",Adult
2023-24,MAR,332,55856,West Virginia,0.0059,2-4 years,"2023-24, West Virginia: 2-4 years",Child
2023-24,MAR,332,136345,Puerto Rico,0.0024,9-12 years,"2023-24, Puerto Rico: 9-12 years",Child
2023-24,MAR,334,34647,Federated States of Micronesia,0.0096,6 months to 17 years,"2023-24, Federated States of Micronesia: 6 months to 17 years",Child
2023-24,MAR,388,12020,N. Mariana Islands,0.0323,50-64 years,"2023-24, N. Mariana Islands: 50-64 years",Adult
2023-24,MAR,396,29524,Wyoming,0.0134,5-8 years,"2023-24, Wyoming: 5-8 years",Child
2023-24,MAR,397,20301,N. Mariana Islands,0.0196,18-49 years,"2023-24, N. Mariana Islands: 18-49 years",Adult
2023-24,MAR,427,20478,U.S. Virgin Islands ,0.0209,65+ years,"2023-24, U.S. Virgin Islands : 65+ years",Adult
2023-24,MAR,456,85458,Alabama,0.0053,6-23 months,"2023-24, Alabama: 6-23 months",Child
2023-24,MAR,474,66724,Federated States of Micronesia,0.0071,18+ years,"2023-24, Federated States of Micronesia: 18+ years",Adult
2023-24,MAR,503,31095,Wyoming,0.0162,9-12 years,"2023-24, Wyoming: 9-12 years",Child
2023-24,MAR,506,54115,Nevada,0.0094,6-23 months,"2023-24, Nevada: 6-23 months",Child
2023-24,MAR,513,149649,Mississippi,0.0034,5-8 years,"2023-24, Mississippi: 5-8 years",Child
2023-24,MAR,542,86184,Louisiana,0.0063,6-23 months,"2023-24, Louisiana: 6-23 months",Child
2023-24,MAR,565,15908.5,Delaware,0.0355,6-23 months,"2023-24, Delaware: 6-23 months",Child
2023-24,MAR,578,114544,Guam,0.005,18+ years,"2023-24, Guam: 18+ years",Adult
2023-24,MAR,615,79949,West Virginia,0.0077,5-8 years,"2023-24, West Virginia: 5-8 years",Child
2023-24,MAR,616,17119.5,Montana,0.036,6-23 months,"2023-24, Montana: 6-23 months",Child
2023-24,MAR,621,54432.5,Arkansas,0.0114,6-23 months,"2023-24, Arkansas: 6-23 months",Child
2023-24,MAR,625,166917,Guam,0.0037,Overall,"2023-24, Guam: Overall",All
2023-24,MAR,665,178339,Alabama,0.0037,2-4 years,"2023-24, Alabama: 2-4 years",Child
2023-24,MAR,669,81507,U.S. Virgin Islands ,0.0082,18+ years,"2023-24, U.S. Virgin Islands : 18+ years",Adult
2023-24,MAR,682,105648,U.S. Virgin Islands ,0.0065,Overall,"2023-24, U.S. Virgin Islands : Overall",All
2023-24,MAR,686,187055,Puerto Rico,0.0037,13-17 years,"2023-24, Puerto Rico: 13-17 years",Child
2023-24,MAR,717,32606.5,Idaho,0.022,6-23 months,"2023-24, Idaho: 6-23 months",Child
2023-24,MAR,726,14422,Alaska,0.0503,6-23 months,"2023-24, Alaska: 6-23 months",Child
2023-24,MAR,758,17706,South Dakota,0.0428,6-23 months,"2023-24, South Dakota: 6-23 months",Child
2023-24,MAR,759,24550,Hawaii,0.0309,6-23 months,"2023-24, Hawaii: 6-23 months",Child
2023-24,MAR,767,38687,Wyoming,0.0198,13-17 years,"2023-24, Wyoming: 13-17 years",Child
2023-24,MAR,806,157912,Mississippi,0.0051,9-12 years,"2023-24, Mississippi: 9-12 years",Child
2023-24,MAR,808,101371,Federated States of Micronesia,0.008,Overall,"2023-24, Federated States of Micronesia: Overall",All
2023-24,MAR,818,73805.5,Oklahoma,0.0111,6-23 months,"2023-24, Oklahoma: 6-23 months",Child
2023-24,MAR,819,80919,West Virginia,0.0101,9-12 years,"2023-24, West Virginia: 9-12 years",Child
2023-24,MAR,822,15564.5,North Dakota,0.0528,6-23 months,"2023-24, North Dakota: 6-23 months",Child
2023-24,MAR,823,181154,Louisiana,0.0045,2-4 years,"2023-24, Louisiana: 2-4 years",Child
2023-24,MAR,832,33304,Delaware,0.025,2-4 years,"2023-24, Delaware: 2-4 years",Child
2023-24,MAR,939,113842,Arkansas,0.0082,2-4 years,"2023-24, Arkansas: 2-4 years",Child
2023-24,MAR,989,30474,Alaska,0.0325,2-4 years,"2023-24, Alaska: 2-4 years",Child
2023-24,MAR,1020,36075,N. Mariana Islands,0.0283,18+ years,"2023-24, N. Mariana Islands: 18+ years",Adult
2023-24,MAR,1069,112689,Nevada,0.0095,2-4 years,"2023-24, Nevada: 2-4 years",Child
2023-24,MAR,1098,70468,Idaho,0.0156,2-4 years,"2023-24, Idaho: 2-4 years",Child
2023-24,MAR,1107,36853,South Dakota,0.03,2-4 years,"2023-24, South Dakota: 2-4 years",Child
2023-24,MAR,1117,37112,Montana,0.0301,2-4 years,"2023-24, Montana: 2-4 years",Child
2023-24,MAR,1149,51368,Hawaii,0.0224,2-4 years,"2023-24, Hawaii: 2-4 years",Child
2023-24,MAR,1186,32285,North Dakota,0.0367,2-4 years,"2023-24, North Dakota: 2-4 years",Child
2023-24,MAR,1256,239102,Alabama,0.0053,5-8 years,"2023-24, Alabama: 5-8 years",Child
2023-24,MAR,1302,51467.5,N. Mariana Islands,0.0253,Overall,"2023-24, N. Mariana Islands: Overall",All
2023-24,MAR,1340,155373,Oklahoma,0.0086,2-4 years,"2023-24, Oklahoma: 2-4 years",Child
2023-24,MAR,1387,553690.5,Puerto Rico,0.0025,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years",Child
2023-24,MAR,1401,242051,Louisiana,0.0058,5-8 years,"2023-24, Louisiana: 5-8 years",Child
2023-24,MAR,1446,45161,Delaware,0.032,5-8 years,"2023-24, Delaware: 5-8 years",Child
2023-24,MAR,1468,104247,West Virginia,0.0141,13-17 years,"2023-24, West Virginia: 13-17 years",Child
2023-24,MAR,1470,203909,Mississippi,0.0072,13-17 years,"2023-24, Mississippi: 13-17 years",Child
2023-24,MAR,1488,41226,Alaska,0.0361,5-8 years,"2023-24, Alaska: 5-8 years",Child
2023-24,MAR,1561,154434,Arkansas,0.0101,5-8 years,"2023-24, Arkansas: 5-8 years",Child
2023-24,MAR,1658,49273,South Dakota,0.0336,5-8 years,"2023-24, South Dakota: 5-8 years",Child
2023-24,MAR,1678,42112,North Dakota,0.0398,5-8 years,"2023-24, North Dakota: 5-8 years",Child
2023-24,MAR,1683,241497,Louisiana,0.007,9-12 years,"2023-24, Louisiana: 9-12 years",Child
2023-24,MAR,1693,40264,Alaska,0.042,9-12 years,"2023-24, Alaska: 9-12 years",Child
2023-24,MAR,1712,245322,Alabama,0.007,9-12 years,"2023-24, Alabama: 9-12 years",Child
2023-24,MAR,1750,8232,Vermont,0.2126,6-23 months,"2023-24, Vermont: 6-23 months",Child
2023-24,MAR,1752,46331,Delaware,0.0378,9-12 years,"2023-24, Delaware: 9-12 years",Child
2023-24,MAR,1794,51927,Montana,0.0345,5-8 years,"2023-24, Montana: 5-8 years",Child
2023-24,MAR,1810,39611,North Dakota,0.0457,9-12 years,"2023-24, North Dakota: 9-12 years",Child
2023-24,MAR,1889,48907,South Dakota,0.0386,9-12 years,"2023-24, South Dakota: 9-12 years",Child
2023-24,MAR,1922,99629,Idaho,0.0193,5-8 years,"2023-24, Idaho: 5-8 years",Child
2023-24,MAR,1933,79533.5,Kentucky,0.0243,6-23 months,"2023-24, Kentucky: 6-23 months",Child
2023-24,MAR,1956,129929.5,Wyoming,0.0151,6 months to 17 years,"2023-24, Wyoming: 6 months to 17 years",Child
2023-24,MAR,1965,52303,Montana,0.0376,9-12 years,"2023-24, Montana: 9-12 years",Child
2023-24,MAR,2004,34451,New Mexico,0.0582,6-23 months,"2023-24, New Mexico: 6-23 months",Child
2023-24,MAR,2006,332603,Florida,0.006,6-23 months,"2023-24, Florida: 6-23 months",Child
2023-24,MAR,2008,157739,Arkansas,0.0127,9-12 years,"2023-24, Arkansas: 9-12 years",Child
2023-24,MAR,2066,70041,Hawaii,0.0295,5-8 years,"2023-24, Hawaii: 5-8 years",Child
2023-24,MAR,2149,46827,North Dakota,0.0459,13-17 years,"2023-24, North Dakota: 13-17 years",Child
2023-24,MAR,2166,18790,Maine,0.1153,6-23 months,"2023-24, Maine: 6-23 months",Child
2023-24,MAR,2173,47492,Alaska,0.0458,13-17 years,"2023-24, Alaska: 13-17 years",Child
2023-24,MAR,2182,155213,Nevada,0.0141,5-8 years,"2023-24, Nevada: 5-8 years",Child
2023-24,MAR,2296,13527.5,District of Columbia,0.1697,6-23 months,"2023-24, District of Columbia: 6-23 months",Child
2023-24,MAR,2340,120410.5,Tennessee,0.0194,6-23 months,"2023-24, Tennessee: 6-23 months",Child
2023-24,MAR,2383,59835,South Dakota,0.0398,13-17 years,"2023-24, South Dakota: 13-17 years",Child
2023-24,MAR,2453,65539,Montana,0.0374,13-17 years,"2023-24, Montana: 13-17 years",Child
2023-24,MAR,2478,104275,Idaho,0.0238,9-12 years,"2023-24, Idaho: 9-12 years",Child
2023-24,MAR,2493,215130,Oklahoma,0.0116,5-8 years,"2023-24, Oklahoma: 5-8 years",Child
2023-24,MAR,2521,65309,Hawaii,0.0386,9-12 years,"2023-24, Hawaii: 9-12 years",Child
2023-24,MAR,2636,301827,Louisiana,0.0087,13-17 years,"2023-24, Louisiana: 13-17 years",Child
2023-24,MAR,2827,55916,Iowa,0.0506,6-23 months,"2023-24, Iowa: 6-23 months",Child
2023-24,MAR,2887,164299,Kentucky,0.0176,2-4 years,"2023-24, Kentucky: 2-4 years",Child
2023-24,MAR,2960,159658,Nevada,0.0185,9-12 years,"2023-24, Nevada: 9-12 years",Child
2023-24,MAR,2967,30010.5,Philadelphia,0.0989,6-23 months,"2023-24, Philadelphia: 6-23 months",Child
2023-24,MAR,2973,26925,District of Columbia,0.1104,13-17 years,"2023-24, District of Columbia: 13-17 years",Child
2023-24,MAR,2985,17361,Vermont,0.1719,2-4 years,"2023-24, Vermont: 2-4 years",Child
2023-24,MAR,3006,72986,New Mexico,0.0412,2-4 years,"2023-24, New Mexico: 2-4 years",Child
2023-24,MAR,3114,58703,Delaware,0.053,13-17 years,"2023-24, Delaware: 13-17 years",Child
2023-24,MAR,3121,216150,Oklahoma,0.0144,9-12 years,"2023-24, Oklahoma: 9-12 years",Child
2023-24,MAR,3262,675423.5,Mississippi,0.0048,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years",Child
2023-24,MAR,3291,38454,Maine,0.0856,2-4 years,"2023-24, Maine: 2-4 years",Child
2023-24,MAR,3404,71006.5,Utah,0.0479,6-23 months,"2023-24, Utah: 6-23 months",Child
2023-24,MAR,3417,188755.5,Georgia,0.0181,6-23 months,"2023-24, Georgia: 6-23 months",Child
2023-24,MAR,3420,310939,Alabama,0.011,13-17 years,"2023-24, Alabama: 13-17 years",Child
2023-24,MAR,3426,52209,Connecticut,0.0656,6-23 months,"2023-24, Connecticut: 6-23 months",Child
2023-24,MAR,3444,247042,Tennessee,0.0139,2-4 years,"2023-24, Tennessee: 2-4 years",Child
2023-24,MAR,3455,201249,Arkansas,0.0172,13-17 years,"2023-24, Arkansas: 13-17 years",Child
2023-24,MAR,3456,26358,District of Columbia,0.1311,9-12 years,"2023-24, District of Columbia: 9-12 years",Child
2023-24,MAR,3463,347543.5,West Virginia,0.01,6 months to 17 years,"2023-24, West Virginia: 6 months to 17 years",Child
2023-24,MAR,3464,59557,Philadelphia,0.0582,2-4 years,"2023-24, Philadelphia: 2-4 years",Child
2023-24,MAR,3595,73520,Philadelphia,0.0489,9-12 years,"2023-24, Philadelphia: 9-12 years",Child
2023-24,MAR,3643,26160,District of Columbia,0.1393,2-4 years,"2023-24, District of Columbia: 2-4 years",Child
2023-24,MAR,3789,121631,Indiana,0.0312,6-23 months,"2023-24, Indiana: 6-23 months",Child
2023-24,MAR,3886,78981,Philadelphia,0.0492,5-8 years,"2023-24, Philadelphia: 5-8 years",Child
2023-24,MAR,3950,133291,Idaho,0.0296,13-17 years,"2023-24, Idaho: 13-17 years",Child
2023-24,MAR,4018,123698.5,Arizona,0.0325,6-23 months,"2023-24, Arizona: 6-23 months",Child
2023-24,MAR,4076,24859,Vermont,0.164,5-8 years,"2023-24, Vermont: 5-8 years",Child
2023-24,MAR,4147,32005,District of Columbia,0.1296,5-8 years,"2023-24, District of Columbia: 5-8 years",Child
2023-24,MAR,4182,25620,Vermont,0.1632,9-12 years,"2023-24, Vermont: 9-12 years",Child
2023-24,MAR,4296,108572.5,Missouri,0.0396,6-23 months,"2023-24, Missouri: 6-23 months",Child
2023-24,MAR,4321,222571,Kentucky,0.0194,5-8 years,"2023-24, Kentucky: 5-8 years",Child
2023-24,MAR,4382,118179,Iowa,0.0371,2-4 years,"2023-24, Iowa: 2-4 years",Child
2023-24,MAR,4489,76428,Hawaii,0.0587,13-17 years,"2023-24, Hawaii: 13-17 years",Child
2023-24,MAR,4555,53773,Maine,0.0847,5-8 years,"2023-24, Maine: 5-8 years",Child
2023-24,MAR,4560,86470,Philadelphia,0.0527,13-17 years,"2023-24, Philadelphia: 13-17 years",Child
2023-24,MAR,4767,198053,Nevada,0.0241,13-17 years,"2023-24, Nevada: 13-17 years",Child
2023-24,MAR,4890,55949,Maine,0.0874,9-12 years,"2023-24, Maine: 9-12 years",Child
2023-24,MAR,4892,692623,Florida,0.0071,2-4 years,"2023-24, Florida: 2-4 years",Child
2023-24,MAR,5008,151155,New Jersey,0.0331,6-23 months,"2023-24, New Jersey: 6-23 months",Child
2023-24,MAR,5012,104306,New Mexico,0.0481,5-8 years,"2023-24, New Mexico: 5-8 years",Child
2023-24,MAR,5096,268724,Oklahoma,0.019,13-17 years,"2023-24, Oklahoma: 13-17 years",Child
2023-24,MAR,5199,147011,Utah,0.0354,2-4 years,"2023-24, Utah: 2-4 years",Child
2023-24,MAR,5217,223108,Kentucky,0.0234,9-12 years,"2023-24, Kentucky: 9-12 years",Child
2023-24,MAR,5345,333492,Tennessee,0.016,5-8 years,"2023-24, Tennessee: 5-8 years",Child
2023-24,MAR,5376,34429,Vermont,0.1561,13-17 years,"2023-24, Vermont: 13-17 years",Child
2023-24,MAR,5389,396292,Georgia,0.0136,2-4 years,"2023-24, Georgia: 2-4 years",Child
2023-24,MAR,5484,253562,Indiana,0.0216,2-4 years,"2023-24, Indiana: 2-4 years",Child
2023-24,MAR,5808,110266,Connecticut,0.0527,2-4 years,"2023-24, Connecticut: 2-4 years",Child
2023-24,MAR,6126,109896,New Mexico,0.0557,9-12 years,"2023-24, New Mexico: 9-12 years",Child
2023-24,MAR,6215,339143,Tennessee,0.0183,9-12 years,"2023-24, Tennessee: 9-12 years",Child
2023-24,MAR,6334,260352,Arizona,0.0243,2-4 years,"2023-24, Arizona: 2-4 years",Child
2023-24,MAR,6344,223181,Missouri,0.0284,2-4 years,"2023-24, Missouri: 2-4 years",Child
2023-24,MAR,6363,161075,Iowa,0.0395,5-8 years,"2023-24, Iowa: 5-8 years",Child
2023-24,MAR,6514,75066,Maine,0.0868,13-17 years,"2023-24, Maine: 13-17 years",Child
2023-24,MAR,6790,236563,Wyoming,0.0287,18-49 years,"2023-24, Wyoming: 18-49 years",Adult
2023-24,MAR,7069,173878,Alaska,0.0407,6 months to 17 years,"2023-24, Alaska: 6 months to 17 years",Child
2023-24,MAR,7085,1052713,Louisiana,0.0067,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years",Child
2023-24,MAR,7136,163445,Iowa,0.0437,9-12 years,"2023-24, Iowa: 9-12 years",Child
2023-24,MAR,7175,174496,New York State,0.0411,6-23 months,"2023-24, New York (excluding New York City): 6-23 months",Child
2023-24,MAR,7394,313043,New Jersey,0.0236,2-4 years,"2023-24, New Jersey: 2-4 years",Child
2023-24,MAR,7509,1059160,Alabama,0.0071,6 months to 17 years,"2023-24, Alabama: 6 months to 17 years",Child
2023-24,MAR,7645,176399.5,North Dakota,0.0433,6 months to 17 years,"2023-24, North Dakota: 6 months to 17 years",Child
2023-24,MAR,7709,199407.5,Delaware,0.0387,6 months to 17 years,"2023-24, Delaware: 6 months to 17 years",Child
2023-24,MAR,7790,205956,Utah,0.0378,5-8 years,"2023-24, Utah: 5-8 years",Child
2023-24,MAR,7795,212574,South Dakota,0.0367,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years",Child
2023-24,MAR,7945,224000.5,Montana,0.0355,6 months to 17 years,"2023-24, Montana: 6 months to 17 years",Child
2023-24,MAR,7950,95451.5,Wisconsin,0.0833,6-23 months,"2023-24, Wisconsin: 6-23 months",Child
2023-24,MAR,7955,153657,Connecticut,0.0518,5-8 years,"2023-24, Connecticut: 5-8 years",Child
2023-24,MAR,8073,286150,Kentucky,0.0282,13-17 years,"2023-24, Kentucky: 13-17 years",Child
2023-24,MAR,8184,155850,New York City,0.0525,6-23 months,"2023-24, New York City: 6-23 months",Child
2023-24,MAR,8277,200231,Ohio,0.0413,6-23 months,"2023-24, Ohio: 6-23 months",Child
2023-24,MAR,8423,108898,Wyoming,0.0773,50-64 years,"2023-24, Wyoming: 50-64 years",Adult
2023-24,MAR,8446,547437,Georgia,0.0154,5-8 years,"2023-24, Georgia: 5-8 years",Child
2023-24,MAR,8493,163419,Connecticut,0.052,9-12 years,"2023-24, Connecticut: 9-12 years",Child
2023-24,MAR,8584,681696.5,Arkansas,0.0126,6 months to 17 years,"2023-24, Arkansas: 6 months to 17 years",Child
2023-24,MAR,8839,302877,Missouri,0.0292,5-8 years,"2023-24, Missouri: 5-8 years",Child
2023-24,MAR,8962,139564,New Mexico,0.0642,13-17 years,"2023-24, New Mexico: 13-17 years",Child
2023-24,MAR,9268,941363,Florida,0.0098,5-8 years,"2023-24, Florida: 5-8 years",Child
2023-24,MAR,9354,347351,Indiana,0.0269,5-8 years,"2023-24, Indiana: 5-8 years",Child
2023-24,MAR,9370,213250,Utah,0.0439,9-12 years,"2023-24, Utah: 9-12 years",Child
2023-24,MAR,9685,433368,Tennessee,0.0223,13-17 years,"2023-24, Tennessee: 13-17 years",Child
2023-24,MAR,9777,307961,Missouri,0.0317,9-12 years,"2023-24, Missouri: 9-12 years",Child
2023-24,MAR,10062,163198.5,Michigan,0.0617,6-23 months,"2023-24, Michigan: 6-23 months",Child
2023-24,MAR,10095,171599,Pennsylvania,0.0588,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months",Child
2023-24,MAR,10115,366688,Arizona,0.0276,5-8 years,"2023-24, Arizona: 5-8 years",Child
2023-24,MAR,10165,440269.5,Idaho,0.0231,6 months to 17 years,"2023-24, Idaho: 6 months to 17 years",Child
2023-24,MAR,10312,569907,Georgia,0.0181,9-12 years,"2023-24, Georgia: 9-12 years",Child
2023-24,MAR,10787,208457,Iowa,0.0517,13-17 years,"2023-24, Iowa: 13-17 years",Child
2023-24,MAR,10984,287696,Hawaii,0.0382,6 months to 17 years,"2023-24, Hawaii: 6 months to 17 years",Child
2023-24,MAR,10994,351878,Indiana,0.0312,9-12 years,"2023-24, Indiana: 9-12 years",Child
2023-24,MAR,11132,63424,Oregon,0.1755,6-23 months,"2023-24, Oregon: 6-23 months",Child
2023-24,MAR,11289,199448,Wisconsin,0.0566,2-4 years,"2023-24, Wisconsin: 2-4 years",Child
2023-24,MAR,11422,365488,New York State,0.0313,2-4 years,"2023-24, New York (excluding New York City): 2-4 years",Child
2023-24,MAR,11484,679728,Nevada,0.0169,6 months to 17 years,"2023-24, Nevada: 6 months to 17 years",Child
2023-24,MAR,11848,302005,New York City,0.0392,2-4 years,"2023-24, New York City: 2-4 years",Child
2023-24,MAR,12059,955019,Florida,0.0126,9-12 years,"2023-24, Florida: 9-12 years",Child
2023-24,MAR,12475,375524,Arizona,0.0332,9-12 years,"2023-24, Arizona: 9-12 years",Child
2023-24,MAR,12565,417969,Ohio,0.0301,2-4 years,"2023-24, Ohio: 2-4 years",Child
2023-24,MAR,12724,222285,Connecticut,0.0572,13-17 years,"2023-24, Connecticut: 13-17 years",Child
2023-24,MAR,12777,423451,New Jersey,0.0302,5-8 years,"2023-24, New Jersey: 5-8 years",Child
2023-24,MAR,12868,929182.5,Oklahoma,0.0138,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years",Child
2023-24,MAR,13040,1286583,Puerto Rico,0.0101,18-49 years,"2023-24, Puerto Rico: 18-49 years",Adult
2023-24,MAR,13058,136613,Oregon,0.0956,2-4 years,"2023-24, Oregon: 2-4 years",Child
2023-24,MAR,13632,393013,Missouri,0.0347,13-17 years,"2023-24, Missouri: 13-17 years",Child
2023-24,MAR,13807,1212056,Mississippi,0.0114,18-49 years,"2023-24, Mississippi: 18-49 years",Adult
2023-24,MAR,13978,268337,Utah,0.0521,13-17 years,"2023-24, Utah: 13-17 years",Child
2023-24,MAR,14106,100594,Minnesota,0.1402,6-23 months,"2023-24, Minnesota: 6-23 months",Child
2023-24,MAR,14245,360714,New York City,0.0395,9-12 years,"2023-24, New York City: 9-12 years",Child
2023-24,MAR,14499,434609,New Jersey,0.0334,9-12 years,"2023-24, New Jersey: 9-12 years",Child
2023-24,MAR,14572,385957,New York City,0.0378,5-8 years,"2023-24, New York City: 5-8 years",Child
2023-24,MAR,14761,361410,Pennsylvania,0.0408,2-4 years,"2023-24, Pennsylvania (excluding Philadelphia County): 2-4 years",Child
2023-24,MAR,15168,342016,Michigan,0.0443,2-4 years,"2023-24, Michigan: 2-4 years",Child
2023-24,MAR,15195,451792,Indiana,0.0336,13-17 years,"2023-24, Indiana: 13-17 years",Child
2023-24,MAR,15370,322724,Alaska,0.0476,18-49 years,"2023-24, Alaska: 18-49 years",Adult
2023-24,MAR,15732,105409,District of Columbia,0.1492,50-64 years,"2023-24, District of Columbia: 50-64 years",Adult
2023-24,MAR,15949,211177,Illinois,0.0755,6-23 months,"2023-24, Illinois: 6-23 months",Child
2023-24,MAR,16012,133827,Alaska,0.1196,50-64 years,"2023-24, Alaska: 50-64 years",Adult
2023-24,MAR,16329,275092,Wisconsin,0.0594,5-8 years,"2023-24, Wisconsin: 5-8 years",Child
2023-24,MAR,16417,130824,North Dakota,0.1255,50-64 years,"2023-24, North Dakota: 50-64 years",Adult
2023-24,MAR,16421,735062,Georgia,0.0223,13-17 years,"2023-24, Georgia: 13-17 years",Child
2023-24,MAR,16515,124975.5,District of Columbia,0.1321,6 months to 17 years,"2023-24, District of Columbia: 6 months to 17 years",Child
2023-24,MAR,16799,329715,North Dakota,0.051,18-49 years,"2023-24, North Dakota: 18-49 years",Adult
2023-24,MAR,17338,436260,New York City,0.0397,13-17 years,"2023-24, New York City: 13-17 years",Child
2023-24,MAR,17562,130262.5,Washington,0.1348,6-23 months,"2023-24, Washington: 6-23 months",Child
2023-24,MAR,17694,503705,New York State,0.0351,5-8 years,"2023-24, New York (excluding New York City): 5-8 years",Child
2023-24,MAR,17762,352593,South Dakota,0.0504,18-49 years,"2023-24, South Dakota: 18-49 years",Adult
2023-24,MAR,17900,286356,Wisconsin,0.0625,9-12 years,"2023-24, Wisconsin: 9-12 years",Child
2023-24,MAR,17922,192782,Oregon,0.093,5-8 years,"2023-24, Oregon: 5-8 years",Child
2023-24,MAR,18045,570423.5,Texas,0.0316,6-23 months,"2023-24, Texas: 6-23 months",Child
2023-24,MAR,18269,569627,Ohio,0.0321,5-8 years,"2023-24, Ohio: 5-8 years",Child
2023-24,MAR,18369,110501,Vermont,0.1662,6 months to 17 years,"2023-24, Vermont: 6 months to 17 years",Child
2023-24,MAR,18472,328538.5,Philadelphia,0.0562,6 months to 17 years,"2023-24, Philadelphia: 6 months to 17 years",Child
2023-24,MAR,18626,690870,West Virginia,0.027,18-49 years,"2023-24, West Virginia: 18-49 years",Adult
2023-24,MAR,19322,198245,Oregon,0.0975,9-12 years,"2023-24, Oregon: 9-12 years",Child
2023-24,MAR,19399,514913,New York State,0.0377,9-12 years,"2023-24, New York (excluding New York City): 9-12 years",Child
2023-24,MAR,20062,1219345,Florida,0.0165,13-17 years,"2023-24, Florida: 13-17 years",Child
2023-24,MAR,21140,572469,Ohio,0.0369,9-12 years,"2023-24, Ohio: 9-12 years",Child
