Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,SEP,2022-23,Federated States of Micronesia,0.0129,0.0069,0.006,642,345,49666,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Georgia,0,0,0,0,0,4619939,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Guam,0.0158,0.0046,0.0112,"1,115",323,70741,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,Iowa,0.0358,0.0432,-0.0075,"45,706","55,258",1278429,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Idaho,0.0223,0.0225,-0.0001,"16,694","16,805",747775,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Illinois,0.0379,0.0417,-0.0039,"200,422","220,850",5293195,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Indiana,0.0297,0.0311,-0.0013,"83,062","86,808",2794631,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Kansas,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,Kentucky,0.0356,0.0311,0.0045,"65,056","56,832",1829101,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Louisiana,0.0204,0.02,0.0004,"39,331","38,573",1926749,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,Maryland,0.0523,0.0502,0.0021,"131,290","126,021",2512075,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Maine,0.0691,0.092,-0.023,"35,072","46,723",507668,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Marshall Islands,0.0037,0.0067,-0.003,133,242,36097,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Michigan,0.0373,0.0384,-0.0011,"149,534","153,777",4006528,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Minnesota,0.044,0.0556,-0.0117,"101,808","128,795",2315421,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Missouri,0.0278,0.0293,-0.0015,"69,566","73,262",2499695,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,N. Mariana Islands,0.0392,0.0549,-0.0157,795,"1,114",20301,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Mississippi,0.0157,0.0118,0.0038,"18,971","14,331",1212056,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Montana,0.0191,0.0192,-0.0002,"8,200","8,277",430356,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,North Carolina,0.0269,0.0103,0.0165,"118,773","45,575",4423448,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,North Dakota,0.0343,0.0372,-0.003,"11,295","12,273",329715,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,New Jersey,0.0311,0.0267,0.0043,"112,151","96,479",3608589,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,New Mexico,0.0255,0.0263,-0.0008,"21,818","22,509",857079,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Nevada,0.0304,0.029,0.0014,"40,599","38,699",1334197,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,New York,0.0296,0.0348,-0.0052,"130,106","152,866",4391080,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Ohio,0.034,0.0343,-0.0003,"160,124","161,748",4712462,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Oklahoma,0.017,0.0143,0.0027,"28,253","23,776",1661189,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Oregon,0.0456,0.0396,0.006,"82,399","71,533",1806245,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Pennsylvania,0.0356,0.0367,-0.0011,"155,513","160,443",4366564,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Philadelphia,0.0486,0.064,-0.0154,"36,127","47,568",742696,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Puerto Rico,0.021,0.0174,0.0036,"27,054","22,417",1286583,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,Republic of Palau,0,0,0,0,0,10568,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,South Dakota,0.0285,0.0323,-0.0038,"10,043","11,389",352593,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Houston,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,Tennessee,0.0308,0.0275,0.0033,"88,079","78,651",2857609,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Texas,0.015,0.0112,0.0038,"195,946","145,932",13026771,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Utah,0.0424,0.0428,-0.0004,"62,725","63,334",1478793,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Virginia,,,,Not Submitted,Not Submitted,,18-49 years,Not Available,Adult
2024-25,SEP,2022-23,U.S. Virgin Islands ,0.0013,0,0.0013,50,1,38581,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Vermont,0.0322,0.0405,-0.0082,"7,989","10,033",247935,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Washington,0.0465,0.043,0.0035,"156,493","144,693",3364376,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Wisconsin,0.0392,0.0513,-0.012,"91,829","120,042",2341888,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,West Virginia,0.0201,0.0186,0.0015,"13,859","12,849",690870,18-49 years,Within 5 percentage points,Adult
2024-25,SEP,2022-23,Wyoming,0.0119,0.014,-0.0021,"2,824","3,317",236563,18-49 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Alaska,0,0,-0,0,1,47492,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Alabama,0,0.0001,-0,13,21,310939,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Arkansas,0,0.0001,-0,5,12,201249,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,American Samoa,0,0,0,0,0,4748,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Arizona,0.0001,0.0001,0,36,27,479456,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New York City,0.0002,0.0002,0,80,80,436260,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,California,0,0.0001,-0,84,153,2522821,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Chicago,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,Colorado,0.0001,0.0001,-0.0001,30,50,365609,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Connecticut,4.4987e-06,0.0001,-0.0001,1,20,222285,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,District of Columbia,0.0001,0.0001,-0,2,3,26925,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Delaware,0,0.0001,-0.0001,0,8,58703,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Florida,0.0002,0.0004,-0.0001,288,431,1219345,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Federated States of Micronesia,0,0,0,0,0,10382,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Georgia,0,0,0,0,0,735062,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Guam,0,0.0001,-0.0001,0,2,13771,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,Iowa,0,9.5943e-06,-9.5943e-06,0,2,208457,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Idaho,0,0,0,5,3,133291,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Illinois,0,0,-6.1251e-06,29,34,816314,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Indiana,0,0.0001,-0,9,23,451792,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Kansas,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,Kentucky,0,0.0001,-0,9,16,286150,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Louisiana,0.0001,0,0,18,14,301827,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,Maryland,0.0001,0.0001,-0,20,28,378031,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Maine,0.0337,0.0358,-0.0021,"2,529","2,686",75066,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Marshall Islands,0.0001,0.0004,-0.0002,1,3,8151,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Michigan,9.6047e-06,1.6008e-06,8.0039e-06,6,1,624694,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Minnesota,8.0795e-06,0,-0,3,7,371308,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Missouri,0,0.0001,-0,7,20,393013,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,N. Mariana Islands,0,0,0,0,0,5092,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Mississippi,0.0001,0,0,12,4,203909,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Montana,0,0,-0,0,3,65539,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,North Carolina,0.0001,0.0001,-7.447e-06,35,40,671415,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,North Dakota,0,0,0,2,1,46827,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,New Jersey,0.0001,0.0001,-0.0001,34,69,562524,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New Mexico,0,0,0,3,3,139564,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Nevada,0.0001,0.0002,-0.0001,18,30,198053,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New York,5.8955e-06,0.0001,-0.0001,4,44,678480,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Ohio,0,0.0001,-0,14,43,742187,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Oklahoma,0,0,-0,5,12,268724,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Oregon,0,0,-0,0,8,248705,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Pennsylvania,0,0,-2.956e-06,21,23,676599,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Philadelphia,0,0.0001,-0,2,5,86470,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Puerto Rico,0,0,-0,5,9,187055,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,Republic of Palau,0,0,0,0,0,1763,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,South Dakota,0.0001,0,0.0001,5,2,59835,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Houston,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,Tennessee,0.0001,0.0001,-0,42,51,433368,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Texas,0.0001,0,0,132,92,2110766,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Utah,0,0.0001,-0,6,14,268337,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Virginia,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,JUL,2022-23,U.S. Virgin Islands ,0,0,0,0,0,6338,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Vermont,0,0.0001,-0.0001,0,4,34429,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Washington,2.1712e-06,0,-0,1,19,460572,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Wisconsin,2.6969e-06,0,-0,1,13,370797,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,West Virginia,0,0,-0,2,4,104247,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Wyoming,0,0,0,0,0,38687,13-17 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Alaska,0.1766,0.1968,-0.0202,"128,281","142,921",726305,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Alabama,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Arkansas,0.2061,0.2534,-0.0472,"620,899","763,227",3012504.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,American Samoa,0.092,0.1704,-0.0784,"4,321","8,006",46976.5,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Arizona,0.1659,0.2024,-0.0366,"1,224,280","1,494,070",7380696.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,New York City,0.2073,0.2461,-0.0388,"1,700,137","2,017,919",8200096,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,California,0.2501,0.2819,-0.0317,"9,790,941","11,033,511",39144646,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Chicago,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Colorado,0.2876,0.324,-0.0364,"1,661,266","1,871,473",5776181,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Connecticut,0.3322,0.3633,-0.0311,"1,176,092","1,286,160",3539890,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,District of Columbia,0.1919,0.2198,-0.0278,"135,939","155,644",708203.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Delaware,0.2919,0.3603,-0.0683,"286,558","353,634",981560.5,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Florida,0.1761,0.2052,-0.029,"3,808,489","4,436,197",21623533,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Federated States of Micronesia,0.0602,0.1032,-0.043,"6,106","10,465",101371,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Georgia,0.1889,0,0.1889,"2,011,467",0,10647521,Overall,Higher by 5 percentage points or greater,All
2024-25,DEC,2022-23,Guam,0.0784,0.0482,0.0302,"13,089","8,049",166917,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Iowa,0.2942,0.2896,0.0046,"925,319","910,737",3145074,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Idaho,0.2001,0.2322,-0.0321,"363,471","421,757",1816139.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Illinois,0.2457,0.2949,-0.0492,"3,076,081","3,691,645",12517504,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Indiana,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Kansas,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Kentucky,0.214,0.2576,-0.0436,"952,715","1,146,577",4450995.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Louisiana,0.1585,0.1865,-0.0279,"731,871","860,819",4616751,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Maryland,0.2913,0.3285,-0.0372,"1,754,078","1,978,193",6021010.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Maine,0.3734,0.4442,-0.0708,"501,878","597,007",1344005,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Marshall Islands,0.0523,0.0803,-0.0279,"4,024","6,170",76871,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Michigan,0.2483,0.2892,-0.0409,"2,461,561","2,867,156",9912630.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Minnesota,0.3093,0.3619,-0.0526,"1,739,350","2,035,273",5624147,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Missouri,0.2227,0.2663,-0.0436,"1,361,923","1,628,709",6115723.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,N. Mariana Islands,0.1912,0.1877,0.0036,"9,843","9,659",51467.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Mississippi,0.1193,0.1306,-0.0113,"351,822","385,086",2949076.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Montana,0.1971,0.2322,-0.0351,"211,868","249,584",1074894.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,North Carolina,0.2047,0.1267,0.0779,"2,157,562","1,336,115",10541669,Overall,Higher by 5 percentage points or greater,All
2024-25,DEC,2022-23,North Dakota,0.2626,0.3017,-0.0391,"199,591","229,338",760079.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,New Jersey,0.2096,0.2345,-0.0249,"1,850,917","2,070,936",8832618,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,New Mexico,0.2331,0.2942,-0.0611,"488,395","616,384",2095031,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Nevada,0.1792,0.2224,-0.0432,"559,268","694,007",3120407,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,New York,0.2264,0.2939,-0.0675,"2,496,464","3,240,955",11026194,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Ohio,0.2386,0.2699,-0.0314,"2,773,765","3,138,408",11627059,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Oklahoma,0.1603,0.1802,-0.02,"634,071","713,068",3956445.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Oregon,0.2741,0.3043,-0.0301,"1,157,048","1,284,101",4220498,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Pennsylvania,0.2491,0.3093,-0.0602,"2,777,456","3,448,398",11148453,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Philadelphia,0.198,0.3682,-0.1702,"310,532","577,402",1568273.5,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Puerto Rico,0.0868,0.1151,-0.0284,"275,703","365,926",3177862.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Republic of Palau,0.0088,0.0252,-0.0164,188,539,21412.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,South Dakota,0.2798,0.303,-0.0233,"248,095","268,716",886812,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Houston,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,Tennessee,0.2034,0.2387,-0.0353,"1,392,351","1,634,183",6846888.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Texas,0.1038,0.1066,-0.0028,"3,027,625","3,108,857",29172250,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Utah,0.2461,0.2912,-0.0451,"793,906","939,377",3226163.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Virginia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,DEC,2022-23,U.S. Virgin Islands ,0.0193,0.0002,0.0191,"2,039",23,105648,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Vermont,0.3261,0.4024,-0.0763,"202,397","249,739",620682,Overall,Lower by 5 percentage points or greater,All
2024-25,DEC,2022-23,Washington,0.2714,0.307,-0.0355,"2,076,381","2,348,309",7650371.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Wisconsin,0.3147,0.36,-0.0454,"1,825,378","2,088,596",5801275.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,West Virginia,0.203,0.224,-0.021,"360,473","397,758",1776063.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Wyoming,0.1675,0.1928,-0.0253,"97,003","111,654",579166.5,Overall,Within 5 percentage points,All
2024-25,DEC,2022-23,Alaska,0.12,0.138,-0.0179,"4,949","5,689",41226,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Alabama,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,Arkansas,0.2083,0.2554,-0.0471,"32,169","39,438",154434,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,American Samoa,0.1962,0.5019,-0.3057,683,"1,747",3481,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Arizona,0.1435,0.1879,-0.0444,"52,635","68,906",366688,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,New York City,0.2952,0.3315,-0.0363,"113,932","127,946",385957,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,California,0.1711,0.2136,-0.0424,"336,496","419,937",1966287,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Chicago,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,Colorado,0.2645,0.3126,-0.0481,"72,573","85,783",274405,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Connecticut,0.3773,0.402,-0.0247,"57,976","61,772",153657,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,District of Columbia,0.2389,0.28,-0.0411,"7,646","8,963",32005,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Delaware,0.2436,0.2902,-0.0466,"11,002","13,106",45161,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Florida,0.1302,0.1596,-0.0294,"122,585","150,287",941363,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Federated States of Micronesia,0.1331,0.1516,-0.0185,"1,028","1,171",7726,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Georgia,0.1481,0,0.1481,"81,100",0,547437,5-8 years,Higher by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Guam,0.069,0.0692,-0.0002,860,862,12460,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,Iowa,0.219,0.2745,-0.0556,"35,268","44,222",161075,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Idaho,0.1529,0.1946,-0.0417,"15,233","19,388",99629,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Illinois,0.1921,0.237,-0.0449,"116,766","144,065",607964,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Indiana,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,Kansas,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,Kentucky,0.1509,0.1899,-0.0389,"33,589","42,258",222571,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Louisiana,0.1114,0.1469,-0.0354,"26,975","35,548",242051,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,Maryland,0.2736,0.3105,-0.0368,"80,994","91,900",295984,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Maine,0.3018,0.3916,-0.0898,"16,227","21,057",53773,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Marshall Islands,0.0902,0.1043,-0.0141,608,703,6738,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Michigan,0.172,0.1595,0.0125,"80,404","74,554",467559,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Minnesota,0.2415,0.2926,-0.0511,"70,351","85,228",291284,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Missouri,0.1645,0.1986,-0.0341,"49,818","60,143",302877,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,N. Mariana Islands,0.4346,0.4008,0.0338,"1,312","1,210",3019,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Mississippi,0.0695,0.1011,-0.0316,"10,398","15,126",149649,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Montana,0.1536,0.1854,-0.0318,"7,975","9,625",51927,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,North Carolina,0.2034,0.2036,-0.0001,"102,655","102,730",504671,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,North Dakota,0.2323,0.2736,-0.0413,"9,782","11,520",42112,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,DEC,2022-23,New Jersey,0.2919,0.3281,-0.0362,"123,606","138,916",423451,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,New Mexico,0.1619,0.2168,-0.0549,"16,890","22,614",104306,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Nevada,0.1201,0.1567,-0.0366,"18,641","24,328",155213,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,New York,0.2304,0.2961,-0.0656,"116,063","149,122",503705,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Ohio,0.1796,0.2118,-0.0321,"102,328","120,637",569627,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Oklahoma,0.1184,0.1448,-0.0264,"25,469","31,145",215130,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Oregon,0.1988,0.2359,-0.0371,"38,331","45,486",192782,5-8 years,Within 5 percentage points,Child
2024-25,DEC,2022-23,Pennsylvania,0.2246,0.2884,-0.0638,"112,405","144,313",500397,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Philadelphia,0.1951,0.3787,-0.1836,"15,413","29,913",78981,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,DEC,2022-23,Puerto Rico,0.0228,0.0412,-0.0184,"2,695","4,865",118083,5-8 years,Within 5 percentage points,Child
