Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,State,Maine,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,19.1877,2.9706,1968,0
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,29.0534,11.0728,133,0
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,11.9219,7.9487,133,0
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,37.0681,12.0467,133,0
COVID,State,Maryland,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,21.9566,2.6226,3192,0
COVID,State,Maryland,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,21.9566,2.6226,3192,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,27.4342,11.5349,67,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,9.5701,7.4047,67,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,34.4523,11.9475,67,0
COVID,State,Massachusetts,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,28.5434,2.8065,2318,0
COVID,State,Massachusetts,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,28.5434,2.8065,2318,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,42.7142,17.0562,71,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,9.4116,8.295,71,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,36.3019,16.2271,71,0
COVID,State,Michigan,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,11.5722,2.3082,1742,0
COVID,State,Michigan,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,11.5722,2.3082,1742,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,42.0658,14.3391,81,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,5.9794,4.8894,81,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,30.2118,13.1384,81,0
COVID,State,Minnesota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,21.743,2.7383,2111,0
COVID,State,Minnesota,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,21.743,2.7383,2111,0
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,51.4109,18.3428,56,0
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,6.7751,10.9104,56,0
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,35.5692,18.0831,56,0
COVID,State,Mississippi,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,6.2448,1.9295,1727,0
COVID,State,Mississippi,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,6.2448,1.9295,1727,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,54.0346,18.0991,47,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,1.8923,2.7672,47,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,33.5351,16.937,47,0
COVID,State,Missouri,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,10.538,2.0002,1744,0
COVID,State,Missouri,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,10.538,2.0002,1744,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,57.3233,14.4143,81,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,7.3366,8.3901,81,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,25.1401,12.3186,81,0
COVID,State,Montana,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,10.2,1.9417,1926,0
COVID,State,Montana,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,10.2,1.9417,1926,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,46.9959,19.8755,54,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,15.7292,12.7678,54,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,24.9366,18.5277,54,0
COVID,State,Nebraska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,12.3383,2.5439,1281,0
COVID,State,Nebraska,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,12.3383,2.5439,1281,0
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,71.2303,19.8252,47,0
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,1.6662,3.227,47,0
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,18.0159,15.7349,47,0
COVID,State,Nevada,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,9.0876,2.1739,2205,0
COVID,State,Nevada,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,9.0876,2.1739,2205,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,39.3207,12.0425,102,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,6.6193,6.2507,102,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,33.1954,13.1733,102,0
COVID,State,New Hampshire,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,20.8645,3.0815,1971,0
COVID,State,New Hampshire,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,20.8645,3.0815,1971,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,40.7076,10.5979,146,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,11.7188,6.5683,146,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,36.2873,10.9143,146,0
COVID,State,New Jersey,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,11.2863,1.8791,2812,0
COVID,State,New Jersey,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,11.2863,1.8791,2812,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,33.6475,13.028,81,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,18.2687,11.6827,81,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,31.7897,14.086,81,0
COVID,State,New Mexico,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,16.2941,2.562,3633,0
COVID,State,New Mexico,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,16.2941,2.562,3633,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,49.9452,10.9424,137,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,5.2942,3.7062,137,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,30.5664,9.7227,137,0
COVID,State,New York,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,14.1942,1.6411,4428,0
COVID,State,New York,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,14.1942,1.6411,4428,0
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,51.4351,19.4119,51,0
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,6.0631,6.1458,51,0
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,31.7301,17.2848,51,0
COVID,State,North Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,10.7717,1.8664,2632,0
COVID,State,North Carolina,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,10.7717,1.8664,2632,0
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,,,23,1
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,,,23,1
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,,,23,1
COVID,State,North Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,,,1516,1
COVID,State,North Dakota,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,8.9666,2.1039,1516,0
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,54.1868,21.9209,45,0
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,10.4397,11.405,45,0
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,21.7493,16.3864,45,0
COVID,State,Ohio,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,13.6242,2.3901,2128,0
COVID,State,Ohio,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,13.6242,2.3901,2128,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,66.7523,12.085,81,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,6.0047,5.4158,81,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,20.8163,10.1804,81,0
COVID,State,Oklahoma,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,6.4267,1.4141,2441,0
COVID,State,Oklahoma,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,6.4267,1.4141,2441,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,30.6123,12.4895,90,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,20.5054,12.2057,90,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,28.0856,12.0495,90,0
COVID,State,Oregon,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,20.7968,2.7868,2048,0
COVID,State,Oregon,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,20.7968,2.7868,2048,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,55.9923,9.4769,182,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,10.0125,6.7466,182,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,21.5804,7.6764,182,0
COVID,State,Pennsylvania,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,12.4148,1.4903,4850,0
COVID,State,Pennsylvania,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,12.4148,1.4903,4850,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,50.1838,16.4416,77,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,7.38,6.4474,77,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,36.8999,16.4782,77,0
COVID,State,Puerto Rico,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,5.5363,1.3964,2559,0
COVID,State,Puerto Rico,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,5.5363,1.3964,2559,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,33.6471,17.5448,88,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,12.2941,12.6519,88,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,35.9765,20.5048,88,0
COVID,State,Rhode Island,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,18.0823,3.5572,1564,0
COVID,State,Rhode Island,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,18.0823,3.5572,1564,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,54.6931,15.8576,75,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,5.8228,5.631,75,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,30.9858,15.6559,75,0
COVID,State,South Carolina,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,8.4982,1.7634,2651,0
COVID,State,South Carolina,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,8.4982,1.7634,2651,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,54.7707,14.9995,63,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,5.3734,5.349,63,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,30.5434,14.7427,63,0
COVID,State,South Dakota,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,9.3126,2.3365,1641,0
COVID,State,South Dakota,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,9.3126,2.3365,1641,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,52.6867,15.7719,64,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,13.3528,10.2211,64,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,24.946,14.4856,64,0
COVID,State,Tennessee,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,9.0146,2.0981,1583,0
COVID,State,Tennessee,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,9.0146,2.0981,1583,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,48.659,8.3582,270,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,10.56,4.103,270,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,30.7484,7.8063,270,0
COVID,State,Texas,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,10.0326,1.3476,8136,0
COVID,State,Texas,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,10.0326,1.3476,8136,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,43.8648,18.9003,41,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,11.9139,12.1302,41,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,31.5898,17.501,41,0
COVID,State,Utah,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,12.6315,2.4402,1295,0
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,12.6315,2.4402,1295,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,35.8021,31.7954,65,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,12.408,21.4114,65,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,23.3942,22.8047,65,0
COVID,State,Vermont,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,28.3957,5.0586,1239,0
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,28.3957,5.0586,1239,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,43.7256,8.1315,282,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,12.123,5.2538,282,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,29.7375,7.4309,282,0
COVID,State,Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,14.4139,1.7318,3802,0
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,14.4139,1.7318,3802,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,38.979,19.1149,53,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,7.7186,10.0245,53,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,34.2514,20.5785,53,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,19.0509,2.6098,1928,0
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,19.0509,2.6098,1928,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,57.2745,10.5,142,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,5.1806,4.0691,142,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,28.973,10.06,142,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,8.5718,1.7866,2571,0
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,8.5718,1.7866,2571,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,41.1127,15.4507,59,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,10.1387,8.4318,59,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,33.1134,14.5611,59,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,15.6353,2.9235,1535,0
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,15.6353,2.9235,1535,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,67.9861,12.1489,100,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,4.6242,5.5654,100,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,18.2018,9.7751,100,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,9.1879,2.1108,2166,0
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,9.1879,2.1108,2166,0
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,38.7688,24.4474,45,0
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,16.7896,17.0561,45,0
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,26.0494,17.7981,45,0
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,18.3922,2.9605,1380,0
COVID,Substate,Illinois-City of Chicago,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,18.3922,2.9605,1380,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,51.5203,11.9425,144,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,6.0997,5.0511,144,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,28.7555,9.6432,144,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,13.6245,1.7964,3592,0
COVID,Substate,Illinois-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,13.6245,1.7964,3592,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,51.0192,18.4714,46,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,10.4631,9.8255,46,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,23.704,13.8436,46,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,14.8137,2.7469,2128,0
COVID,Substate,New York-New York City,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,14.8137,2.7469,2128,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,49.5413,13.0627,91,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,3.6697,3.7542,91,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,32.6198,11.8839,91,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,14.1691,2.1097,2300,0
COVID,Substate,New York-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,14.1691,2.1097,2300,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,34.0724,14.818,77,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,11.2503,9.927,77,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,36.9653,15.7756,77,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,17.712,3.3976,1920,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,17.712,3.3976,1920,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,58.3171,10.2852,105,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,9.8483,7.3766,105,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,20.1793,8.2963,105,0
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,11.6554,1.588,2930,0
